order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD00001121,CUST001221,delivered,2017-03-25 09:55:00,2017-03-27 07:55:00,2017-03-31 07:55:00,2017-04-12 07:55:00,2017-04-28 09:55:00
ORD00001122,CUST000642,delivered,2017-03-25 10:28:00,2017-03-26 05:28:00,2017-03-31 05:28:00,2017-04-12 05:28:00,2017-04-08 10:28:00
ORD00001123,CUST003315,delivered,2017-03-25 13:21:00,2017-03-26 01:21:00,2017-03-27 01:21:00,2017-04-12 01:21:00,2017-04-08 13:21:00
ORD00001124,CUST000724,delivered,2017-03-25 13:45:00,2017-03-25 14:45:00,2017-03-26 14:45:00,2017-04-15 14:45:00,2017-04-18 13:45:00
ORD00001125,CUST004898,delivered,2017-03-25 13:56:00,2017-03-25 15:56:00,2017-03-30 15:56:00,2017-04-09 15:56:00,2017-04-08 13:56:00
ORD00001126,CUST000738,delivered,2017-03-25 16:31:00,2017-03-27 03:31:00,2017-03-31 03:31:00,2017-04-09 03:31:00,2017-04-30 16:31:00
ORD00001127,CUST004854,delivered,2017-03-25 17:01:00,2017-03-27 13:01:00,2017-03-28 13:01:00,2017-04-11 13:01:00,2017-04-25 17:01:00
ORD00001128,CUST001300,delivered,2017-03-25 17:28:00,2017-03-27 15:28:00,2017-03-29 15:28:00,2017-04-14 15:28:00,2017-04-23 17:28:00
ORD00001129,CUST003481,shipped,2017-03-25 18:15:00,2017-03-27 15:15:00,,,2017-04-17 18:15:00
ORD00001130,CUST000340,delivered,2017-03-25 18:54:00,2017-03-26 08:54:00,2017-04-01 08:54:00,2017-04-14 08:54:00,2017-04-14 18:54:00
ORD00001131,CUST000153,delivered,2017-03-26 03:05:00,2017-03-26 08:05:00,2017-03-28 08:05:00,2017-04-17 08:05:00,2017-04-28 03:05:00
ORD00001132,CUST001422,delivered,2017-03-26 04:04:00,2017-03-28 03:04:00,2017-03-31 03:04:00,2017-04-12 03:04:00,2017-04-15 04:04:00
ORD00001133,CUST003052,delivered,2017-03-26 04:46:00,2017-03-26 10:46:00,2017-04-01 10:46:00,2017-04-02 10:46:00,2017-04-05 04:46:00
ORD00001134,CUST000427,delivered,2017-03-26 07:46:00,2017-03-27 07:46:00,2017-03-28 07:46:00,2017-03-30 07:46:00,2017-04-21 07:46:00
ORD00001135,CUST003559,delivered,2017-03-26 10:14:00,2017-03-26 18:14:00,2017-03-31 18:14:00,2017-04-10 18:14:00,2017-04-27 10:14:00
ORD00001136,CUST001136,delivered,2017-03-26 11:35:00,2017-03-27 22:35:00,2017-04-03 22:35:00,2017-04-12 22:35:00,2017-04-27 11:35:00
ORD00001137,CUST002373,delivered,2017-03-26 11:43:00,2017-03-26 20:43:00,2017-03-28 20:43:00,2017-04-11 20:43:00,2017-05-03 11:43:00
ORD00001138,CUST003330,delivered,2017-03-26 13:15:00,2017-03-27 01:15:00,2017-03-29 01:15:00,2017-03-31 01:15:00,2017-04-05 13:15:00
ORD00001139,CUST000950,delivered,2017-03-26 17:27:00,2017-03-27 07:27:00,2017-03-31 07:27:00,2017-04-01 07:27:00,2017-04-19 17:27:00
ORD00001140,CUST001374,delivered,2017-03-26 21:08:00,2017-03-27 06:08:00,2017-03-29 06:08:00,2017-04-06 06:08:00,2017-04-15 21:08:00
ORD00001141,CUST000957,delivered,2017-03-26 23:00:00,2017-03-27 02:00:00,2017-03-29 02:00:00,2017-04-15 02:00:00,2017-04-12 23:00:00
ORD00001142,CUST001702,delivered,2017-03-26 23:06:00,2017-03-27 00:06:00,2017-04-02 00:06:00,2017-04-09 00:06:00,2017-04-26 23:06:00
ORD00001143,CUST002942,delivered,2017-03-27 00:03:00,2017-03-27 18:03:00,2017-04-02 18:03:00,2017-04-07 18:03:00,2017-05-04 00:03:00
ORD00001144,CUST002483,delivered,2017-03-27 03:25:00,2017-03-28 20:25:00,2017-03-31 20:25:00,2017-04-07 20:25:00,2017-04-20 03:25:00
ORD00001145,CUST001304,delivered,2017-03-27 03:29:00,2017-03-28 01:29:00,2017-04-04 01:29:00,2017-04-11 01:29:00,2017-04-24 03:29:00
ORD00001146,CUST000371,delivered,2017-03-27 03:35:00,2017-03-27 11:35:00,2017-03-31 11:35:00,2017-04-19 11:35:00,2017-04-10 03:35:00
ORD00001147,CUST002981,delivered,2017-03-27 04:25:00,2017-03-28 16:25:00,2017-03-29 16:25:00,2017-04-18 16:25:00,2017-04-09 04:25:00
ORD00001148,CUST002297,delivered,2017-03-27 04:51:00,2017-03-28 07:51:00,2017-04-03 07:51:00,2017-04-16 07:51:00,2017-04-13 04:51:00
ORD00001149,CUST004799,shipped,2017-03-27 05:54:00,2017-03-27 13:54:00,,,2017-04-19 05:54:00
ORD00001150,CUST002126,delivered,2017-03-27 06:47:00,2017-03-28 10:47:00,2017-04-02 10:47:00,2017-04-15 10:47:00,2017-05-02 06:47:00
ORD00001151,CUST002967,delivered,2017-03-27 08:09:00,2017-03-28 20:09:00,2017-04-01 20:09:00,2017-04-11 20:09:00,2017-04-06 08:09:00
ORD00001152,CUST004146,delivered,2017-03-27 09:54:00,2017-03-28 01:54:00,2017-03-30 01:54:00,2017-03-31 01:54:00,2017-04-14 09:54:00
ORD00001153,CUST002743,delivered,2017-03-27 10:10:00,2017-03-28 10:10:00,2017-03-31 10:10:00,2017-04-09 10:10:00,2017-04-08 10:10:00
ORD00001154,CUST004022,delivered,2017-03-27 10:38:00,2017-03-27 12:38:00,2017-03-31 12:38:00,2017-04-04 12:38:00,2017-04-19 10:38:00
ORD00001155,CUST002365,delivered,2017-03-27 11:38:00,2017-03-28 13:38:00,2017-03-31 13:38:00,2017-04-19 13:38:00,2017-04-20 11:38:00
ORD00001156,CUST000763,delivered,2017-03-27 11:43:00,2017-03-27 12:43:00,2017-03-28 12:43:00,2017-04-15 12:43:00,2017-04-15 11:43:00
ORD00001157,CUST004063,delivered,2017-03-27 14:58:00,2017-03-28 09:58:00,2017-04-04 09:58:00,2017-04-15 09:58:00,2017-04-23 14:58:00
ORD00001158,CUST001005,delivered,2017-03-27 16:21:00,2017-03-27 18:21:00,2017-03-28 18:21:00,2017-04-08 18:21:00,2017-04-29 16:21:00
ORD00001159,CUST003756,delivered,2017-03-27 18:45:00,2017-03-29 12:45:00,2017-03-30 12:45:00,2017-04-15 12:45:00,2017-04-19 18:45:00
ORD00001160,CUST002847,delivered,2017-03-27 23:03:00,2017-03-28 19:03:00,2017-03-30 19:03:00,2017-04-18 19:03:00,2017-05-06 23:03:00
ORD00001161,CUST000350,delivered,2017-03-28 01:38:00,2017-03-29 04:38:00,2017-04-05 04:38:00,2017-04-11 04:38:00,2017-04-23 01:38:00
ORD00001162,CUST002965,delivered,2017-03-28 01:43:00,2017-03-28 02:43:00,2017-04-02 02:43:00,2017-04-07 02:43:00,2017-04-16 01:43:00
ORD00001163,CUST000687,delivered,2017-03-28 05:32:00,2017-03-28 12:32:00,2017-03-29 12:32:00,2017-04-10 12:32:00,2017-04-07 05:32:00
ORD00001164,CUST004638,delivered,2017-03-28 10:53:00,2017-03-29 07:53:00,2017-04-05 07:53:00,2017-04-06 07:53:00,2017-04-27 10:53:00
ORD00001165,CUST003127,delivered,2017-03-28 14:04:00,2017-03-30 06:04:00,2017-04-06 06:04:00,2017-04-20 06:04:00,2017-04-26 14:04:00
ORD00001166,CUST004457,delivered,2017-03-28 14:28:00,2017-03-30 03:28:00,2017-04-05 03:28:00,2017-04-19 03:28:00,2017-04-10 14:28:00
ORD00001167,CUST002756,delivered,2017-03-28 18:14:00,2017-03-30 17:14:00,2017-04-05 17:14:00,2017-04-12 17:14:00,2017-04-10 18:14:00
ORD00001168,CUST003525,delivered,2017-03-28 20:41:00,2017-03-29 18:41:00,2017-04-05 18:41:00,2017-04-11 18:41:00,2017-04-29 20:41:00
ORD00001169,CUST003625,delivered,2017-03-28 21:38:00,2017-03-29 19:38:00,2017-04-01 19:38:00,2017-04-07 19:38:00,2017-04-29 21:38:00
ORD00001170,CUST002733,delivered,2017-03-28 21:58:00,2017-03-29 13:58:00,2017-04-04 13:58:00,2017-04-10 13:58:00,2017-04-11 21:58:00
ORD00001171,CUST001694,shipped,2017-03-29 05:46:00,2017-03-31 00:46:00,,,2017-05-03 05:46:00
ORD00001172,CUST002893,delivered,2017-03-29 09:13:00,2017-03-30 21:13:00,2017-03-31 21:13:00,2017-04-11 21:13:00,2017-04-24 09:13:00
ORD00001173,CUST003812,delivered,2017-03-29 09:38:00,2017-03-30 21:38:00,2017-04-01 21:38:00,2017-04-16 21:38:00,2017-04-28 09:38:00
ORD00001174,CUST004181,delivered,2017-03-29 10:05:00,2017-03-30 15:05:00,2017-04-05 15:05:00,2017-04-15 15:05:00,2017-04-15 10:05:00
ORD00001175,CUST000685,delivered,2017-03-29 13:27:00,2017-03-30 12:27:00,2017-04-02 12:27:00,2017-04-04 12:27:00,2017-05-08 13:27:00
ORD00001176,CUST004341,delivered,2017-03-29 16:54:00,2017-03-31 13:54:00,2017-04-07 13:54:00,2017-04-17 13:54:00,2017-04-23 16:54:00
ORD00001177,CUST002920,delivered,2017-03-29 17:38:00,2017-03-30 19:38:00,2017-04-01 19:38:00,2017-04-12 19:38:00,2017-05-01 17:38:00
ORD00001178,CUST003757,delivered,2017-03-29 18:32:00,2017-03-31 14:32:00,2017-04-02 14:32:00,2017-04-22 14:32:00,2017-04-19 18:32:00
ORD00001179,CUST003284,delivered,2017-03-29 18:36:00,2017-03-29 21:36:00,2017-04-05 21:36:00,2017-04-09 21:36:00,2017-04-10 18:36:00
ORD00001180,CUST004692,delivered,2017-03-29 18:36:00,2017-03-30 02:36:00,2017-04-02 02:36:00,2017-04-08 02:36:00,2017-05-04 18:36:00
ORD00001181,CUST004027,delivered,2017-03-29 19:02:00,2017-03-30 16:02:00,2017-04-02 16:02:00,2017-04-19 16:02:00,2017-04-29 19:02:00
ORD00001182,CUST001157,delivered,2017-03-29 22:13:00,2017-03-31 02:13:00,2017-04-07 02:13:00,2017-04-13 02:13:00,2017-04-22 22:13:00
ORD00001183,CUST003062,delivered,2017-03-30 00:05:00,2017-03-31 05:05:00,2017-04-06 05:05:00,2017-04-24 05:05:00,2017-04-26 00:05:00
ORD00001184,CUST004446,delivered,2017-03-30 02:10:00,2017-03-31 13:10:00,2017-04-02 13:10:00,2017-04-15 13:10:00,2017-04-10 02:10:00
ORD00001185,CUST002330,delivered,2017-03-30 04:17:00,2017-03-30 19:17:00,2017-03-31 19:17:00,2017-04-15 19:17:00,2017-04-17 04:17:00
ORD00001186,CUST001293,delivered,2017-03-30 05:20:00,2017-03-31 16:20:00,2017-04-05 16:20:00,2017-04-06 16:20:00,2017-04-16 05:20:00
ORD00001187,CUST001885,delivered,2017-03-30 09:42:00,2017-03-30 11:42:00,2017-04-02 11:42:00,2017-04-14 11:42:00,2017-05-04 09:42:00
ORD00001188,CUST001561,delivered,2017-03-30 11:05:00,2017-03-31 22:05:00,2017-04-07 22:05:00,2017-04-24 22:05:00,2017-04-09 11:05:00
ORD00001189,CUST000984,delivered,2017-03-30 14:09:00,2017-04-01 12:09:00,2017-04-08 12:09:00,2017-04-27 12:09:00,2017-04-24 14:09:00
ORD00001190,CUST002068,delivered,2017-03-30 15:07:00,2017-03-30 23:07:00,2017-04-06 23:07:00,2017-04-24 23:07:00,2017-04-22 15:07:00
ORD00001191,CUST001864,delivered,2017-03-30 15:10:00,2017-03-30 20:10:00,2017-04-06 20:10:00,2017-04-16 20:10:00,2017-05-05 15:10:00
ORD00001192,CUST001980,delivered,2017-03-30 16:36:00,2017-03-31 01:36:00,2017-04-02 01:36:00,2017-04-22 01:36:00,2017-05-07 16:36:00
ORD00001193,CUST001737,delivered,2017-03-30 18:01:00,2017-03-31 09:01:00,2017-04-03 09:01:00,2017-04-14 09:01:00,2017-05-09 18:01:00
ORD00001194,CUST002453,delivered,2017-03-30 18:14:00,2017-04-01 15:14:00,2017-04-08 15:14:00,2017-04-18 15:14:00,2017-04-30 18:14:00
ORD00001195,CUST001919,delivered,2017-03-30 18:59:00,2017-04-01 17:59:00,2017-04-04 17:59:00,2017-04-24 17:59:00,2017-05-07 18:59:00
ORD00001196,CUST000701,delivered,2017-03-30 19:16:00,2017-03-31 07:16:00,2017-04-01 07:16:00,2017-04-12 07:16:00,2017-05-02 19:16:00
ORD00001197,CUST004047,delivered,2017-03-30 20:44:00,2017-03-31 19:44:00,2017-04-05 19:44:00,2017-04-19 19:44:00,2017-04-23 20:44:00
ORD00001198,CUST002074,delivered,2017-03-30 22:05:00,2017-03-31 19:05:00,2017-04-04 19:05:00,2017-04-20 19:05:00,2017-04-28 22:05:00
ORD00001199,CUST004662,delivered,2017-03-31 01:10:00,2017-04-01 16:10:00,2017-04-08 16:10:00,2017-04-11 16:10:00,2017-04-13 01:10:00
ORD00001200,CUST003754,delivered,2017-03-31 01:49:00,2017-04-01 21:49:00,2017-04-03 21:49:00,2017-04-18 21:49:00,2017-04-28 01:49:00
ORD00001201,CUST000395,delivered,2017-03-31 04:27:00,2017-04-01 16:27:00,2017-04-03 16:27:00,2017-04-04 16:27:00,2017-05-02 04:27:00
ORD00001202,CUST001957,delivered,2017-03-31 08:56:00,2017-04-01 04:56:00,2017-04-08 04:56:00,2017-04-19 04:56:00,2017-04-24 08:56:00
ORD00001203,CUST003049,delivered,2017-03-31 13:29:00,2017-04-01 16:29:00,2017-04-03 16:29:00,2017-04-18 16:29:00,2017-05-07 13:29:00
ORD00001204,CUST003453,delivered,2017-03-31 15:06:00,2017-04-01 08:06:00,2017-04-04 08:06:00,2017-04-08 08:06:00,2017-04-12 15:06:00
ORD00001205,CUST000523,delivered,2017-03-31 20:40:00,2017-04-01 21:40:00,2017-04-02 21:40:00,2017-04-20 21:40:00,2017-04-28 20:40:00
ORD00001206,CUST001563,delivered,2017-03-31 21:29:00,2017-04-01 20:29:00,2017-04-06 20:29:00,2017-04-25 20:29:00,2017-04-24 21:29:00
ORD00001207,CUST002910,delivered,2017-03-31 23:30:00,2017-04-01 02:30:00,2017-04-08 02:30:00,2017-04-12 02:30:00,2017-05-08 23:30:00
ORD00001208,CUST002850,delivered,2017-04-01 02:26:00,2017-04-02 01:26:00,2017-04-08 01:26:00,2017-04-14 01:26:00,2017-04-16 02:26:00
ORD00001209,CUST000550,delivered,2017-04-01 03:06:00,2017-04-01 11:06:00,2017-04-08 11:06:00,2017-04-15 11:06:00,2017-04-17 03:06:00
ORD00001210,CUST001469,delivered,2017-04-01 06:46:00,2017-04-02 07:46:00,2017-04-08 07:46:00,2017-04-25 07:46:00,2017-04-30 06:46:00
ORD00001211,CUST000833,delivered,2017-04-01 07:49:00,2017-04-02 08:49:00,2017-04-03 08:49:00,2017-04-04 08:49:00,2017-05-10 07:49:00
ORD00001212,CUST004483,delivered,2017-04-01 08:17:00,2017-04-02 17:17:00,2017-04-04 17:17:00,2017-04-13 17:17:00,2017-04-25 08:17:00
ORD00001213,CUST001422,delivered,2017-04-01 09:05:00,2017-04-02 13:05:00,2017-04-08 13:05:00,2017-04-11 13:05:00,2017-04-15 09:05:00
ORD00001214,CUST000286,delivered,2017-04-01 10:15:00,2017-04-03 05:15:00,2017-04-08 05:15:00,2017-04-27 05:15:00,2017-05-09 10:15:00
ORD00001215,CUST002746,delivered,2017-04-01 10:35:00,2017-04-02 20:35:00,2017-04-07 20:35:00,2017-04-27 20:35:00,2017-05-04 10:35:00
ORD00001216,CUST003766,delivered,2017-04-01 10:37:00,2017-04-02 01:37:00,2017-04-03 01:37:00,2017-04-19 01:37:00,2017-04-19 10:37:00
ORD00001217,CUST004465,delivered,2017-04-01 16:54:00,2017-04-02 17:54:00,2017-04-03 17:54:00,2017-04-07 17:54:00,2017-05-04 16:54:00
ORD00001218,CUST001446,delivered,2017-04-01 17:16:00,2017-04-02 09:16:00,2017-04-08 09:16:00,2017-04-27 09:16:00,2017-04-30 17:16:00
ORD00001219,CUST001467,delivered,2017-04-01 18:04:00,2017-04-03 11:04:00,2017-04-07 11:04:00,2017-04-26 11:04:00,2017-05-09 18:04:00
ORD00001220,CUST001777,delivered,2017-04-01 18:27:00,2017-04-03 09:27:00,2017-04-05 09:27:00,2017-04-20 09:27:00,2017-04-14 18:27:00
ORD00001221,CUST003656,delivered,2017-04-01 18:53:00,2017-04-03 11:53:00,2017-04-06 11:53:00,2017-04-19 11:53:00,2017-05-10 18:53:00
ORD00001222,CUST000915,delivered,2017-04-01 19:23:00,2017-04-01 23:23:00,2017-04-08 23:23:00,2017-04-16 23:23:00,2017-04-17 19:23:00
ORD00001223,CUST000288,delivered,2017-04-01 19:50:00,2017-04-03 05:50:00,2017-04-09 05:50:00,2017-04-25 05:50:00,2017-05-04 19:50:00
ORD00001224,CUST004191,delivered,2017-04-02 03:07:00,2017-04-03 14:07:00,2017-04-08 14:07:00,2017-04-20 14:07:00,2017-05-10 03:07:00
ORD00001225,CUST002089,delivered,2017-04-02 04:01:00,2017-04-02 14:01:00,2017-04-07 14:01:00,2017-04-19 14:01:00,2017-05-05 04:01:00
ORD00001226,CUST004427,delivered,2017-04-02 04:19:00,2017-04-03 22:19:00,2017-04-08 22:19:00,2017-04-28 22:19:00,2017-04-28 04:19:00
ORD00001227,CUST001805,delivered,2017-04-02 06:58:00,2017-04-03 08:58:00,2017-04-08 08:58:00,2017-04-12 08:58:00,2017-04-29 06:58:00
ORD00001228,CUST001179,delivered,2017-04-02 13:03:00,2017-04-03 06:03:00,2017-04-10 06:03:00,2017-04-18 06:03:00,2017-04-30 13:03:00
ORD00001229,CUST002552,delivered,2017-04-02 15:33:00,2017-04-03 21:33:00,2017-04-07 21:33:00,2017-04-15 21:33:00,2017-04-13 15:33:00
ORD00001230,CUST004371,delivered,2017-04-02 16:09:00,2017-04-04 14:09:00,2017-04-09 14:09:00,2017-04-10 14:09:00,2017-05-02 16:09:00
ORD00001231,CUST001589,delivered,2017-04-02 19:11:00,2017-04-02 20:11:00,2017-04-06 20:11:00,2017-04-14 20:11:00,2017-04-27 19:11:00
ORD00001232,CUST001957,delivered,2017-04-02 20:42:00,2017-04-04 10:42:00,2017-04-07 10:42:00,2017-04-27 10:42:00,2017-04-30 20:42:00
ORD00001233,CUST001776,delivered,2017-04-02 23:38:00,2017-04-04 15:38:00,2017-04-11 15:38:00,2017-04-21 15:38:00,2017-05-07 23:38:00
ORD00001234,CUST004863,delivered,2017-04-03 03:35:00,2017-04-03 21:35:00,2017-04-06 21:35:00,2017-04-21 21:35:00,2017-05-04 03:35:00
ORD00001235,CUST000988,delivered,2017-04-03 05:16:00,2017-04-04 23:16:00,2017-04-10 23:16:00,2017-04-19 23:16:00,2017-05-10 05:16:00
ORD00001236,CUST001204,delivered,2017-04-03 05:46:00,2017-04-04 01:46:00,2017-04-07 01:46:00,2017-04-11 01:46:00,2017-05-10 05:46:00
ORD00001237,CUST003331,delivered,2017-04-03 05:50:00,2017-04-03 08:50:00,2017-04-07 08:50:00,2017-04-20 08:50:00,2017-05-01 05:50:00
ORD00001238,CUST001120,delivered,2017-04-03 10:21:00,2017-04-03 21:21:00,2017-04-09 21:21:00,2017-04-23 21:21:00,2017-04-17 10:21:00
ORD00001239,CUST000197,delivered,2017-04-03 10:59:00,2017-04-04 11:59:00,2017-04-10 11:59:00,2017-04-21 11:59:00,2017-04-22 10:59:00
ORD00001240,CUST003976,delivered,2017-04-03 13:31:00,2017-04-05 07:31:00,2017-04-07 07:31:00,2017-04-17 07:31:00,2017-05-07 13:31:00
ORD00001241,CUST000526,delivered,2017-04-03 14:10:00,2017-04-04 19:10:00,2017-04-11 19:10:00,2017-04-23 19:10:00,2017-05-01 14:10:00
ORD00001242,CUST004728,delivered,2017-04-03 16:23:00,2017-04-03 23:23:00,2017-04-09 23:23:00,2017-04-22 23:23:00,2017-04-13 16:23:00
ORD00001243,CUST001411,delivered,2017-04-03 20:25:00,2017-04-05 19:25:00,2017-04-08 19:25:00,2017-04-16 19:25:00,2017-04-23 20:25:00
ORD00001244,CUST004504,delivered,2017-04-03 21:18:00,2017-04-05 11:18:00,2017-04-11 11:18:00,2017-04-28 11:18:00,2017-04-19 21:18:00
ORD00001245,CUST001293,delivered,2017-04-03 22:38:00,2017-04-05 14:38:00,2017-04-10 14:38:00,2017-04-21 14:38:00,2017-05-13 22:38:00
ORD00001246,CUST001195,delivered,2017-04-04 00:27:00,2017-04-05 17:27:00,2017-04-11 17:27:00,2017-04-30 17:27:00,2017-05-07 00:27:00
ORD00001247,CUST001949,delivered,2017-04-04 03:42:00,2017-04-04 07:42:00,2017-04-08 07:42:00,2017-04-28 07:42:00,2017-05-06 03:42:00
ORD00001248,CUST003656,delivered,2017-04-04 05:51:00,2017-04-05 18:51:00,2017-04-09 18:51:00,2017-04-21 18:51:00,2017-04-30 05:51:00
ORD00001249,CUST004787,delivered,2017-04-04 08:24:00,2017-04-05 05:24:00,2017-04-09 05:24:00,2017-04-26 05:24:00,2017-05-08 08:24:00
ORD00001250,CUST002218,delivered,2017-04-04 18:07:00,2017-04-05 09:07:00,2017-04-11 09:07:00,2017-04-27 09:07:00,2017-04-24 18:07:00
ORD00001251,CUST004255,delivered,2017-04-04 18:46:00,2017-04-05 21:46:00,2017-04-11 21:46:00,2017-04-29 21:46:00,2017-04-16 18:46:00
ORD00001252,CUST003581,delivered,2017-04-04 19:09:00,2017-04-05 20:09:00,2017-04-09 20:09:00,2017-04-26 20:09:00,2017-04-23 19:09:00
ORD00001253,CUST001018,delivered,2017-04-04 20:43:00,2017-04-05 10:43:00,2017-04-08 10:43:00,2017-04-10 10:43:00,2017-04-29 20:43:00
ORD00001254,CUST003154,delivered,2017-04-04 20:49:00,2017-04-06 17:49:00,2017-04-08 17:49:00,2017-04-10 17:49:00,2017-04-28 20:49:00
ORD00001255,CUST003591,delivered,2017-04-04 23:12:00,2017-04-06 17:12:00,2017-04-12 17:12:00,2017-04-16 17:12:00,2017-05-09 23:12:00
ORD00001256,CUST004208,delivered,2017-04-05 01:46:00,2017-04-06 21:46:00,2017-04-13 21:46:00,2017-04-28 21:46:00,2017-04-29 01:46:00
ORD00001257,CUST004070,delivered,2017-04-05 02:00:00,2017-04-06 03:00:00,2017-04-07 03:00:00,2017-04-14 03:00:00,2017-04-25 02:00:00
ORD00001258,CUST000048,delivered,2017-04-05 02:16:00,2017-04-06 21:16:00,2017-04-07 21:16:00,2017-04-08 21:16:00,2017-04-30 02:16:00
ORD00001259,CUST003664,delivered,2017-04-05 06:43:00,2017-04-06 15:43:00,2017-04-11 15:43:00,2017-04-18 15:43:00,2017-04-27 06:43:00
ORD00001260,CUST004472,delivered,2017-04-05 08:28:00,2017-04-06 22:28:00,2017-04-08 22:28:00,2017-04-13 22:28:00,2017-04-21 08:28:00
ORD00001261,CUST000828,delivered,2017-04-05 09:12:00,2017-04-05 22:12:00,2017-04-11 22:12:00,2017-04-28 22:12:00,2017-04-25 09:12:00
ORD00001262,CUST004723,delivered,2017-04-05 09:38:00,2017-04-06 04:38:00,2017-04-07 04:38:00,2017-04-15 04:38:00,2017-05-13 09:38:00
ORD00001263,CUST002090,delivered,2017-04-05 11:11:00,2017-04-06 00:11:00,2017-04-10 00:11:00,2017-04-29 00:11:00,2017-05-03 11:11:00
ORD00001264,CUST002057,delivered,2017-04-05 11:58:00,2017-04-07 02:58:00,2017-04-10 02:58:00,2017-04-15 02:58:00,2017-05-15 11:58:00
ORD00001265,CUST000819,delivered,2017-04-05 12:36:00,2017-04-07 00:36:00,2017-04-10 00:36:00,2017-04-12 00:36:00,2017-05-08 12:36:00
ORD00001266,CUST004753,delivered,2017-04-05 15:57:00,2017-04-06 03:57:00,2017-04-08 03:57:00,2017-04-11 03:57:00,2017-05-09 15:57:00
ORD00001267,CUST003985,delivered,2017-04-05 16:24:00,2017-04-06 01:24:00,2017-04-13 01:24:00,2017-04-26 01:24:00,2017-04-25 16:24:00
ORD00001268,CUST003681,delivered,2017-04-05 17:53:00,2017-04-06 06:53:00,2017-04-08 06:53:00,2017-04-23 06:53:00,2017-04-22 17:53:00
ORD00001269,CUST001812,delivered,2017-04-05 18:00:00,2017-04-06 15:00:00,2017-04-12 15:00:00,2017-04-23 15:00:00,2017-05-10 18:00:00
ORD00001270,CUST004886,delivered,2017-04-05 19:03:00,2017-04-06 03:03:00,2017-04-09 03:03:00,2017-04-29 03:03:00,2017-04-29 19:03:00
ORD00001271,CUST003115,delivered,2017-04-05 19:45:00,2017-04-06 05:45:00,2017-04-09 05:45:00,2017-04-29 05:45:00,2017-05-07 19:45:00
ORD00001272,CUST001630,delivered,2017-04-05 20:48:00,2017-04-06 00:48:00,2017-04-08 00:48:00,2017-04-13 00:48:00,2017-05-15 20:48:00
ORD00001273,CUST001544,delivered,2017-04-06 00:27:00,2017-04-06 09:27:00,2017-04-08 09:27:00,2017-04-17 09:27:00,2017-05-01 00:27:00
ORD00001274,CUST003580,delivered,2017-04-06 03:16:00,2017-04-07 11:16:00,2017-04-08 11:16:00,2017-04-18 11:16:00,2017-04-29 03:16:00
ORD00001275,CUST001905,delivered,2017-04-06 05:53:00,2017-04-07 21:53:00,2017-04-10 21:53:00,2017-04-12 21:53:00,2017-05-04 05:53:00
ORD00001276,CUST001437,delivered,2017-04-06 08:16:00,2017-04-07 00:16:00,2017-04-13 00:16:00,2017-04-25 00:16:00,2017-04-26 08:16:00
ORD00001277,CUST003318,delivered,2017-04-06 08:50:00,2017-04-07 08:50:00,2017-04-10 08:50:00,2017-04-25 08:50:00,2017-04-17 08:50:00
ORD00001278,CUST003521,delivered,2017-04-06 10:00:00,2017-04-06 20:00:00,2017-04-07 20:00:00,2017-04-09 20:00:00,2017-04-29 10:00:00
ORD00001279,CUST003060,delivered,2017-04-06 13:19:00,2017-04-06 21:19:00,2017-04-10 21:19:00,2017-04-19 21:19:00,2017-04-18 13:19:00
ORD00001280,CUST004117,delivered,2017-04-06 13:25:00,2017-04-07 02:25:00,2017-04-11 02:25:00,2017-04-21 02:25:00,2017-04-24 13:25:00
ORD00001281,CUST000999,delivered,2017-04-06 16:30:00,2017-04-07 16:30:00,2017-04-12 16:30:00,2017-04-21 16:30:00,2017-05-11 16:30:00
ORD00001282,CUST001432,delivered,2017-04-06 16:34:00,2017-04-07 23:34:00,2017-04-14 23:34:00,2017-04-27 23:34:00,2017-04-19 16:34:00
ORD00001283,CUST004553,delivered,2017-04-06 17:34:00,2017-04-07 04:34:00,2017-04-08 04:34:00,2017-04-26 04:34:00,2017-05-04 17:34:00
ORD00001284,CUST003062,delivered,2017-04-07 01:39:00,2017-04-07 17:39:00,2017-04-13 17:39:00,2017-05-03 17:39:00,2017-04-19 01:39:00
ORD00001285,CUST000265,delivered,2017-04-07 03:49:00,2017-04-08 20:49:00,2017-04-10 20:49:00,2017-04-26 20:49:00,2017-05-08 03:49:00
ORD00001286,CUST003732,delivered,2017-04-07 04:20:00,2017-04-09 03:20:00,2017-04-16 03:20:00,2017-04-17 03:20:00,2017-05-13 04:20:00
ORD00001287,CUST002275,delivered,2017-04-07 05:32:00,2017-04-08 08:32:00,2017-04-11 08:32:00,2017-04-12 08:32:00,2017-05-01 05:32:00
ORD00001288,CUST003876,delivered,2017-04-07 07:29:00,2017-04-09 07:29:00,2017-04-13 07:29:00,2017-04-17 07:29:00,2017-05-15 07:29:00
ORD00001289,CUST003318,created,2017-04-07 07:41:00,,,,2017-04-21 07:41:00
ORD00001290,CUST002047,delivered,2017-04-07 10:27:00,2017-04-07 21:27:00,2017-04-14 21:27:00,2017-04-19 21:27:00,2017-05-16 10:27:00
ORD00001291,CUST003145,delivered,2017-04-07 11:58:00,2017-04-08 22:58:00,2017-04-14 22:58:00,2017-04-22 22:58:00,2017-05-07 11:58:00
