customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
CUST001297,UNIQ001297,98092,sao paulo,SP
CUST001298,UNIQ001298,47274,sao paulo,SP
CUST001299,UNIQ001299,90096,juiz de fora,MG
CUST001300,UNIQ001300,96628,canoas,RS
CUST001301,UNIQ001301,87983,santo andre,SP
CUST001302,UNIQ001302,85010,capital,MS
CUST001303,UNIQ001303,83685,santo andre,SP
CUST001304,UNIQ001304,33254,duque de caxias,RJ
CUST001305,UNIQ001305,69682,porto alegre,RS
CUST001306,UNIQ001306,85886,recife,PE
CUST001307,UNIQ001307,57210,maringa,PR
CUST001308,UNIQ001308,14697,criciuma,SC
CUST001309,UNIQ001309,22206,campinas,SP
CUST001310,UNIQ001310,49229,salvador,BA
CUST001311,UNIQ001311,52312,campinas,SP
CUST001312,UNIQ001312,58309,juazeiro do norte,CE
CUST001313,UNIQ001313,59668,sao goncalo,RJ
CUST001314,UNIQ001314,18869,itabuna,BA
CUST001315,UNIQ001315,66010,sao goncalo,RJ
CUST001316,UNIQ001316,82151,contagem,MG
CUST001317,UNIQ001317,18509,duque de caxias,RJ
CUST001318,UNIQ001318,48382,cascavel,PR
CUST001319,UNIQ001319,71710,sao bernardo do campo,SP
CUST001320,UNIQ001320,27635,guarulhos,SP
CUST001321,UNIQ001321,25993,santo andre,SP
CUST001322,UNIQ001322,45968,sao bernardo do campo,SP
CUST001323,UNIQ001323,53150,paulista,PE
CUST001324,UNIQ001324,79081,santo andre,SP
CUST001325,UNIQ001325,64232,capital,PA
CUST001326,UNIQ001326,78766,sao paulo,SP
CUST001327,UNIQ001327,37504,sao bernardo do campo,SP
CUST001328,UNIQ001328,37400,joinville,SC
CUST001329,UNIQ001329,90223,juiz de fora,MG
CUST001330,UNIQ001330,17626,duque de caxias,RJ
CUST001331,UNIQ001331,24326,uberlandia,MG
CUST001332,UNIQ001332,84890,ponta grossa,PR
CUST001333,UNIQ001333,92441,guarulhos,SP
CUST001334,UNIQ001334,79330,zona norte,DF
CUST001335,UNIQ001335,21491,zona norte,PA
CUST001336,UNIQ001336,73394,juiz de fora,MG
CUST001337,UNIQ001337,89269,sao paulo,SP
CUST001338,UNIQ001338,47642,pelotas,RS
CUST001339,UNIQ001339,65974,santo andre,SP
CUST001340,UNIQ001340,89802,guarulhos,SP
CUST001341,UNIQ001341,51482,guarulhos,SP
CUST001342,UNIQ001342,44034,nova iguacu,RJ
CUST001343,UNIQ001343,78864,caruaru,PE
CUST001344,UNIQ001344,85385,ponta grossa,PR
CUST001345,UNIQ001345,91689,curitiba,PR
CUST001346,UNIQ001346,56380,rio de janeiro,RJ
CUST001347,UNIQ001347,27001,sao paulo,SP
CUST001348,UNIQ001348,90516,sao paulo,SP
CUST001349,UNIQ001349,83745,zona norte,DF
CUST001350,UNIQ001350,75063,sao paulo,SP
CUST001351,UNIQ001351,78118,olinda,PE
CUST001352,UNIQ001352,92818,uberlandia,MG
CUST001353,UNIQ001353,75239,sao goncalo,RJ
CUST001354,UNIQ001354,74553,curitiba,PR
CUST001355,UNIQ001355,33580,sao goncalo,RJ
CUST001356,UNIQ001356,89876,paulista,PE
CUST001357,UNIQ001357,40503,sobral,CE
CUST001358,UNIQ001358,48074,nova iguacu,RJ
CUST001359,UNIQ001359,35369,sao paulo,SP
CUST001360,UNIQ001360,10207,juiz de fora,MG
CUST001361,UNIQ001361,25493,zona sul,ES
CUST001362,UNIQ001362,13143,santo andre,SP
CUST001363,UNIQ001363,70933,belo horizonte,MG
CUST001364,UNIQ001364,91980,contagem,MG
CUST001365,UNIQ001365,25456,cascavel,PR
CUST001366,UNIQ001366,37175,guarulhos,SP
CUST001367,UNIQ001367,90649,maringa,PR
CUST001368,UNIQ001368,64346,capital,ES
CUST001369,UNIQ001369,64269,sao bernardo do campo,SP
CUST001370,UNIQ001370,15962,sao bernardo do campo,SP
CUST001371,UNIQ001371,53750,interior,PI
CUST001372,UNIQ001372,55829,campinas,SP
CUST001373,UNIQ001373,83454,rio verde,GO
CUST001374,UNIQ001374,93558,niteroi,RJ
CUST001375,UNIQ001375,37831,sao paulo,SP
CUST001376,UNIQ001376,11480,olinda,PE
CUST001377,UNIQ001377,93967,sao goncalo,RJ
CUST001378,UNIQ001378,36370,nova iguacu,RJ
CUST001379,UNIQ001379,46913,sao paulo,SP
CUST001380,UNIQ001380,43347,contagem,MG
CUST001381,UNIQ001381,18891,sao bernardo do campo,SP
CUST001382,UNIQ001382,50340,campinas,SP
CUST001383,UNIQ001383,49358,zona norte,MA
CUST001384,UNIQ001384,76412,sao bernardo do campo,SP
CUST001385,UNIQ001385,82088,betim,MG
CUST001386,UNIQ001386,52457,sao bernardo do campo,SP
CUST001387,UNIQ001387,10803,criciuma,SC
CUST001388,UNIQ001388,24920,sao paulo,SP
CUST001389,UNIQ001389,99893,centro,PI
CUST001390,UNIQ001390,53684,nova iguacu,RJ
CUST001391,UNIQ001391,54742,sao paulo,SP
CUST001392,UNIQ001392,61910,campinas,SP
CUST001393,UNIQ001393,84569,guarulhos,SP
CUST001394,UNIQ001394,90739,nova iguacu,RJ
CUST001395,UNIQ001395,13816,guarulhos,SP
CUST001396,UNIQ001396,33020,vitoria da conquista,BA
CUST001397,UNIQ001397,35430,rio de janeiro,RJ
CUST001398,UNIQ001398,53321,campinas,SP
CUST001399,UNIQ001399,54294,uberlandia,MG
CUST001400,UNIQ001400,98142,santa maria,RS
CUST001401,UNIQ001401,72797,santo andre,SP
CUST001402,UNIQ001402,72193,sao paulo,SP
CUST001403,UNIQ001403,14660,campinas,SP
CUST001404,UNIQ001404,94626,curitiba,PR
CUST001405,UNIQ001405,27793,porto alegre,RS
CUST001406,UNIQ001406,73110,sao goncalo,RJ
CUST001407,UNIQ001407,30366,aparecida de goiania,GO
CUST001408,UNIQ001408,92208,camaçari,BA
CUST001409,UNIQ001409,70374,juiz de fora,MG
CUST001410,UNIQ001410,80381,petrolina,PE
CUST001411,UNIQ001411,53923,guarulhos,SP
CUST001412,UNIQ001412,70616,campinas,SP
CUST001413,UNIQ001413,64257,guarulhos,SP
CUST001414,UNIQ001414,17342,guarulhos,SP
CUST001415,UNIQ001415,78298,nova iguacu,RJ
CUST001416,UNIQ001416,49235,centro,MS
CUST001417,UNIQ001417,84048,sao bernardo do campo,SP
CUST001418,UNIQ001418,98892,sao paulo,SP
CUST001419,UNIQ001419,51353,rio de janeiro,RJ
CUST001420,UNIQ001420,82768,interior,MS
CUST001421,UNIQ001421,80239,campinas,SP
CUST001422,UNIQ001422,12453,sao goncalo,RJ
CUST001423,UNIQ001423,37297,sao paulo,SP
CUST001424,UNIQ001424,85680,sao paulo,SP
CUST001425,UNIQ001425,99848,zona sul,DF
CUST001426,UNIQ001426,53479,zona norte,MA
CUST001427,UNIQ001427,56346,santo andre,SP
CUST001428,UNIQ001428,18678,zona norte,RN
CUST001429,UNIQ001429,29569,betim,MG
CUST001430,UNIQ001430,46760,petrolina,PE
CUST001431,UNIQ001431,14085,duque de caxias,RJ
CUST001432,UNIQ001432,54453,nova iguacu,RJ
CUST001433,UNIQ001433,59183,niteroi,RJ
CUST001434,UNIQ001434,92118,santa maria,RS
CUST001435,UNIQ001435,80028,sao paulo,SP
CUST001436,UNIQ001436,31753,guarulhos,SP
CUST001437,UNIQ001437,84839,santo andre,SP
CUST001438,UNIQ001438,89388,porto alegre,RS
CUST001439,UNIQ001439,61061,guarulhos,SP
CUST001440,UNIQ001440,34560,santa maria,RS
CUST001441,UNIQ001441,88012,zona norte,PI
CUST001442,UNIQ001442,25315,sao bernardo do campo,SP
CUST001443,UNIQ001443,50407,pelotas,RS
CUST001444,UNIQ001444,51222,rio de janeiro,RJ
CUST001445,UNIQ001445,14145,caruaru,PE
CUST001446,UNIQ001446,45585,santo andre,SP
CUST001447,UNIQ001447,64246,santa maria,RS
CUST001448,UNIQ001448,21376,salvador,BA
CUST001449,UNIQ001449,75149,capital,PB
CUST001450,UNIQ001450,41148,caxias do sul,RS
CUST001451,UNIQ001451,58704,nova iguacu,RJ
CUST001452,UNIQ001452,69232,uberlandia,MG
CUST001453,UNIQ001453,49666,caruaru,PE
CUST001454,UNIQ001454,38329,contagem,MG
CUST001455,UNIQ001455,78825,guarulhos,SP
CUST001456,UNIQ001456,49625,zona sul,MS
CUST001457,UNIQ001457,32939,porto alegre,RS
CUST001458,UNIQ001458,24710,porto alegre,RS
CUST001459,UNIQ001459,59049,santo andre,SP
CUST001460,UNIQ001460,14901,juiz de fora,MG
CUST001461,UNIQ001461,36489,campinas,SP
CUST001462,UNIQ001462,22137,uberlandia,MG
CUST001463,UNIQ001463,68166,santo andre,SP
CUST001464,UNIQ001464,76321,betim,MG
CUST001465,UNIQ001465,13268,interior,DF
CUST001466,UNIQ001466,73263,sao bernardo do campo,SP
CUST001467,UNIQ001467,75543,centro,PA
CUST001468,UNIQ001468,30195,guarulhos,SP
CUST001469,UNIQ001469,34931,recife,PE
CUST001470,UNIQ001470,54579,sao jose,SC
CUST001471,UNIQ001471,73369,belo horizonte,MG
CUST001472,UNIQ001472,78632,ponta grossa,PR
CUST001473,UNIQ001473,50679,recife,PE
CUST001474,UNIQ001474,52904,santo andre,SP
CUST001475,UNIQ001475,28781,sao paulo,SP
CUST001476,UNIQ001476,22878,pelotas,RS
CUST001477,UNIQ001477,77652,itabuna,BA
CUST001478,UNIQ001478,98698,sao jose,SC
CUST001479,UNIQ001479,27395,criciuma,SC
CUST001480,UNIQ001480,36894,duque de caxias,RJ
CUST001481,UNIQ001481,14791,camaçari,BA
CUST001482,UNIQ001482,70210,guarulhos,SP
CUST001483,UNIQ001483,60801,rio de janeiro,RJ
CUST001484,UNIQ001484,78464,santo andre,SP
CUST001485,UNIQ001485,25182,sao paulo,SP
CUST001486,UNIQ001486,10538,guarulhos,SP
CUST001487,UNIQ001487,50760,campinas,SP
CUST001488,UNIQ001488,15771,santa maria,RS
CUST001489,UNIQ001489,87894,santo andre,SP
CUST001490,UNIQ001490,21413,nova iguacu,RJ
CUST001491,UNIQ001491,53684,sao paulo,SP
CUST001492,UNIQ001492,71194,santo andre,SP
CUST001493,UNIQ001493,16047,sao paulo,SP
CUST001494,UNIQ001494,23513,campinas,SP
CUST001495,UNIQ001495,78233,juiz de fora,MG
CUST001496,UNIQ001496,96374,santa maria,RS
CUST001497,UNIQ001497,50957,juiz de fora,MG
CUST001498,UNIQ001498,12946,sao goncalo,RJ
CUST001499,UNIQ001499,85701,sao paulo,SP
CUST001500,UNIQ001500,50913,petrolina,PE
CUST001501,UNIQ001501,93735,nova iguacu,RJ
CUST001502,UNIQ001502,37504,nova iguacu,RJ
CUST001503,UNIQ001503,52058,campinas,SP
CUST001504,UNIQ001504,36287,guarulhos,SP
CUST001505,UNIQ001505,35237,campinas,SP
CUST001506,UNIQ001506,47560,sao paulo,SP
CUST001507,UNIQ001507,46261,betim,MG
CUST001508,UNIQ001508,79766,rio de janeiro,RJ
CUST001509,UNIQ001509,51831,betim,MG
CUST001510,UNIQ001510,67817,criciuma,SC
CUST001511,UNIQ001511,97965,feira de santana,BA
CUST001512,UNIQ001512,25420,maringa,PR
CUST001513,UNIQ001513,45737,zona sul,RN
CUST001514,UNIQ001514,29571,campinas,SP
CUST001515,UNIQ001515,30643,campinas,SP
CUST001516,UNIQ001516,45866,sao paulo,SP
CUST001517,UNIQ001517,25002,uberlandia,MG
CUST001518,UNIQ001518,11999,juazeiro do norte,CE
CUST001519,UNIQ001519,91650,campinas,SP
CUST001520,UNIQ001520,83351,interior,MT
CUST001521,UNIQ001521,77378,sao bernardo do campo,SP
CUST001522,UNIQ001522,23418,interior,MS
CUST001523,UNIQ001523,37076,sao paulo,SP
CUST001524,UNIQ001524,81110,campinas,SP
CUST001525,UNIQ001525,55916,duque de caxias,RJ
CUST001526,UNIQ001526,82006,santo andre,SP
CUST001527,UNIQ001527,51744,sao bernardo do campo,SP
CUST001528,UNIQ001528,45527,sao bernardo do campo,SP
CUST001529,UNIQ001529,28554,camaçari,BA
CUST001530,UNIQ001530,47128,sao goncalo,RJ
CUST001531,UNIQ001531,85246,sao bernardo do campo,SP
CUST001532,UNIQ001532,42089,contagem,MG
CUST001533,UNIQ001533,32449,maringa,PR
CUST001534,UNIQ001534,19337,campinas,SP
CUST001535,UNIQ001535,50812,santo andre,SP
CUST001536,UNIQ001536,90381,sao paulo,SP
CUST001537,UNIQ001537,54399,santo andre,SP
CUST001538,UNIQ001538,80854,canoas,RS
CUST001539,UNIQ001539,68149,guarulhos,SP
CUST001540,UNIQ001540,16648,nova iguacu,RJ
CUST001541,UNIQ001541,27049,santa maria,RS
CUST001542,UNIQ001542,13800,sao paulo,SP
CUST001543,UNIQ001543,71700,contagem,MG
CUST001544,UNIQ001544,98538,sao bernardo do campo,SP
CUST001545,UNIQ001545,16613,capital,AL
CUST001546,UNIQ001546,23884,nova iguacu,RJ
CUST001547,UNIQ001547,60279,camaçari,BA
CUST001548,UNIQ001548,17051,juiz de fora,MG
CUST001549,UNIQ001549,21287,sao paulo,SP
CUST001550,UNIQ001550,65897,belo horizonte,MG
CUST001551,UNIQ001551,61369,zona sul,RN
CUST001552,UNIQ001552,33459,contagem,MG
CUST001553,UNIQ001553,88134,salvador,BA
CUST001554,UNIQ001554,87693,fortaleza,CE
CUST001555,UNIQ001555,92505,sao bernardo do campo,SP
CUST001556,UNIQ001556,68436,sao bernardo do campo,SP
CUST001557,UNIQ001557,90781,betim,MG
CUST001558,UNIQ001558,56612,santo andre,SP
CUST001559,UNIQ001559,50952,camaçari,BA
CUST001560,UNIQ001560,53559,sobral,CE
CUST001561,UNIQ001561,35971,sao bernardo do campo,SP
CUST001562,UNIQ001562,97932,sao paulo,SP
CUST001563,UNIQ001563,79924,sao jose,SC
CUST001564,UNIQ001564,20295,sao bernardo do campo,SP
CUST001565,UNIQ001565,71039,feira de santana,BA
CUST001566,UNIQ001566,84421,nova iguacu,RJ
CUST001567,UNIQ001567,27274,santa maria,RS
CUST001568,UNIQ001568,22178,santo andre,SP
CUST001569,UNIQ001569,71377,betim,MG
CUST001570,UNIQ001570,22748,niteroi,RJ
CUST001571,UNIQ001571,69714,belo horizonte,MG
CUST001572,UNIQ001572,50683,santo andre,SP
CUST001573,UNIQ001573,99715,curitiba,PR
CUST001574,UNIQ001574,94465,anapolis,GO
CUST001575,UNIQ001575,71000,sao paulo,SP
CUST001576,UNIQ001576,71675,sao bernardo do campo,SP
CUST001577,UNIQ001577,40368,campinas,SP
CUST001578,UNIQ001578,39333,belo horizonte,MG
CUST001579,UNIQ001579,28837,uberlandia,MG
CUST001580,UNIQ001580,90863,duque de caxias,RJ
CUST001581,UNIQ001581,43823,santo andre,SP
CUST001582,UNIQ001582,57638,sao bernardo do campo,SP
CUST001583,UNIQ001583,61390,betim,MG
CUST001584,UNIQ001584,34032,sao goncalo,RJ
CUST001585,UNIQ001585,97186,interior,DF
CUST001586,UNIQ001586,53296,guarulhos,SP
CUST001587,UNIQ001587,52567,pelotas,RS
CUST001588,UNIQ001588,69412,guarulhos,SP
CUST001589,UNIQ001589,73898,duque de caxias,RJ
CUST001590,UNIQ001590,13966,ponta grossa,PR
CUST001591,UNIQ001591,18567,pelotas,RS
CUST001592,UNIQ001592,72303,centro,DF
CUST001593,UNIQ001593,24796,sao paulo,SP
CUST001594,UNIQ001594,56064,guarulhos,SP
CUST001595,UNIQ001595,72737,curitiba,PR
CUST001596,UNIQ001596,70455,contagem,MG
CUST001597,UNIQ001597,32387,sao paulo,SP
CUST001598,UNIQ001598,46996,sao bernardo do campo,SP
CUST001599,UNIQ001599,55693,santo andre,SP
CUST001600,UNIQ001600,89225,juazeiro do norte,CE
CUST001601,UNIQ001601,85324,guarulhos,SP
CUST001602,UNIQ001602,26697,sao bernardo do campo,SP
CUST001603,UNIQ001603,76577,campinas,SP
CUST001604,UNIQ001604,23491,guarulhos,SP
CUST001605,UNIQ001605,63174,sao paulo,SP
CUST001606,UNIQ001606,24022,sao goncalo,RJ
CUST001607,UNIQ001607,52712,campinas,SP
CUST001608,UNIQ001608,82895,blumenau,SC
CUST001609,UNIQ001609,95124,guarulhos,SP
CUST001610,UNIQ001610,19296,duque de caxias,RJ
CUST001611,UNIQ001611,49599,caruaru,PE
CUST001612,UNIQ001612,79828,betim,MG
CUST001613,UNIQ001613,70420,rio de janeiro,RJ
CUST001614,UNIQ001614,62535,guarulhos,SP
CUST001615,UNIQ001615,87402,sao bernardo do campo,SP
CUST001616,UNIQ001616,64190,canoas,RS
CUST001617,UNIQ001617,41270,zona sul,DF
CUST001618,UNIQ001618,91379,caxias do sul,RS
CUST001619,UNIQ001619,41941,betim,MG
CUST001620,UNIQ001620,81820,curitiba,PR
CUST001621,UNIQ001621,30843,duque de caxias,RJ
CUST001622,UNIQ001622,73225,sao bernardo do campo,SP
CUST001623,UNIQ001623,60307,contagem,MG
CUST001624,UNIQ001624,18658,capital,RN
CUST001625,UNIQ001625,54658,guarulhos,SP
CUST001626,UNIQ001626,37294,pelotas,RS
CUST001627,UNIQ001627,87459,campinas,SP
CUST001628,UNIQ001628,66511,niteroi,RJ
CUST001629,UNIQ001629,67062,guarulhos,SP
CUST001630,UNIQ001630,84345,duque de caxias,RJ
CUST001631,UNIQ001631,54852,londrina,PR
CUST001632,UNIQ001632,81372,campinas,SP
CUST001633,UNIQ001633,40953,caxias do sul,RS
CUST001634,UNIQ001634,32686,joinville,SC
CUST001635,UNIQ001635,96849,capital,MT
CUST001636,UNIQ001636,97766,guarulhos,SP
CUST001637,UNIQ001637,20209,sao paulo,SP
CUST001638,UNIQ001638,85260,sao bernardo do campo,SP
CUST001639,UNIQ001639,73783,centro,DF
CUST001640,UNIQ001640,24984,centro,MT
CUST001641,UNIQ001641,87616,rio de janeiro,RJ
CUST001642,UNIQ001642,88128,vitoria da conquista,BA
CUST001643,UNIQ001643,70674,sao goncalo,RJ
CUST001644,UNIQ001644,52647,uberlandia,MG
CUST001645,UNIQ001645,82756,sao bernardo do campo,SP
CUST001646,UNIQ001646,22799,ponta grossa,PR
CUST001647,UNIQ001647,68355,campinas,SP
CUST001648,UNIQ001648,33091,feira de santana,BA
CUST001649,UNIQ001649,50374,joinville,SC
CUST001650,UNIQ001650,63188,santa maria,RS
CUST001651,UNIQ001651,19123,campinas,SP
CUST001652,UNIQ001652,88415,santo andre,SP
CUST001653,UNIQ001653,24253,sao paulo,SP
CUST001654,UNIQ001654,99850,santo andre,SP
CUST001655,UNIQ001655,88172,guarulhos,SP
CUST001656,UNIQ001656,59664,interior,MS
CUST001657,UNIQ001657,52914,juiz de fora,MG
CUST001658,UNIQ001658,74788,sao bernardo do campo,SP
CUST001659,UNIQ001659,94540,guarulhos,SP
CUST001660,UNIQ001660,96529,duque de caxias,RJ
CUST001661,UNIQ001661,18058,uberlandia,MG
CUST001662,UNIQ001662,21866,sao goncalo,RJ
CUST001663,UNIQ001663,38522,interior,MT
CUST001664,UNIQ001664,28208,nova iguacu,RJ
CUST001665,UNIQ001665,86122,zona norte,DF
CUST001666,UNIQ001666,93379,aparecida de goiania,GO
CUST001667,UNIQ001667,10024,guarulhos,SP
CUST001668,UNIQ001668,29231,centro,MS
CUST001669,UNIQ001669,96623,santo andre,SP
CUST001670,UNIQ001670,29558,camaçari,BA
CUST001671,UNIQ001671,69372,guarulhos,SP
CUST001672,UNIQ001672,79632,petrolina,PE
CUST001673,UNIQ001673,48207,paulista,PE
CUST001674,UNIQ001674,61115,itabuna,BA
CUST001675,UNIQ001675,90684,sao jose,SC
CUST001676,UNIQ001676,85750,campinas,SP
CUST001677,UNIQ001677,68610,campinas,SP
CUST001678,UNIQ001678,35646,sao bernardo do campo,SP
CUST001679,UNIQ001679,36956,campinas,SP
CUST001680,UNIQ001680,99327,pelotas,RS
CUST001681,UNIQ001681,51497,sao paulo,SP
CUST001682,UNIQ001682,49286,zona norte,PA
CUST001683,UNIQ001683,84747,contagem,MG
CUST001684,UNIQ001684,99071,itabuna,BA
CUST001685,UNIQ001685,49917,sao paulo,SP
CUST001686,UNIQ001686,66980,luziania,GO
CUST001687,UNIQ001687,55123,capital,MT
CUST001688,UNIQ001688,21703,nova iguacu,RJ
CUST001689,UNIQ001689,86379,belo horizonte,MG
CUST001690,UNIQ001690,11064,joinville,SC
CUST001691,UNIQ001691,90149,guarulhos,SP
CUST001692,UNIQ001692,76902,duque de caxias,RJ
CUST001693,UNIQ001693,62978,sao bernardo do campo,SP
CUST001694,UNIQ001694,26718,campinas,SP
CUST001695,UNIQ001695,48559,santo andre,SP
CUST001696,UNIQ001696,18180,sao paulo,SP
CUST001697,UNIQ001697,58394,campinas,SP
CUST001698,UNIQ001698,81943,santo andre,SP
CUST001699,UNIQ001699,16963,zona sul,AL
CUST001700,UNIQ001700,10110,belo horizonte,MG
CUST001701,UNIQ001701,83404,zona norte,MA
CUST001702,UNIQ001702,57086,rio de janeiro,RJ
CUST001703,UNIQ001703,24378,santo andre,SP
CUST001704,UNIQ001704,46989,sao goncalo,RJ
CUST001705,UNIQ001705,14087,nova iguacu,RJ
CUST001706,UNIQ001706,40833,campinas,SP
CUST001707,UNIQ001707,66585,juiz de fora,MG
CUST001708,UNIQ001708,87353,sao paulo,SP
CUST001709,UNIQ001709,61677,contagem,MG
CUST001710,UNIQ001710,91948,uberlandia,MG
CUST001711,UNIQ001711,51697,sao paulo,SP
CUST001712,UNIQ001712,60173,guarulhos,SP
CUST001713,UNIQ001713,63219,florianopolis,SC
CUST001714,UNIQ001714,60012,nova iguacu,RJ
CUST001715,UNIQ001715,67041,campinas,SP
CUST001716,UNIQ001716,81449,interior,DF
CUST001717,UNIQ001717,37684,sao paulo,SP
CUST001718,UNIQ001718,96833,pelotas,RS
CUST001719,UNIQ001719,32729,zona norte,AM
CUST001720,UNIQ001720,72242,campinas,SP
CUST001721,UNIQ001721,28228,santo andre,SP
CUST001722,UNIQ001722,34671,santo andre,SP
CUST001723,UNIQ001723,82800,sao bernardo do campo,SP
CUST001724,UNIQ001724,60409,sao paulo,SP
CUST001725,UNIQ001725,57223,porto alegre,RS
CUST001726,UNIQ001726,64687,sao paulo,SP
CUST001727,UNIQ001727,30220,nova iguacu,RJ
CUST001728,UNIQ001728,47810,interior,DF
CUST001729,UNIQ001729,97826,feira de santana,BA
CUST001730,UNIQ001730,26455,betim,MG
CUST001731,UNIQ001731,27600,sao bernardo do campo,SP
CUST001732,UNIQ001732,11520,betim,MG
CUST001733,UNIQ001733,19403,duque de caxias,RJ
CUST001734,UNIQ001734,94985,rio de janeiro,RJ
CUST001735,UNIQ001735,12058,guarulhos,SP
CUST001736,UNIQ001736,28873,caucaia,CE
CUST001737,UNIQ001737,73792,nova iguacu,RJ
CUST001738,UNIQ001738,96235,sao paulo,SP
CUST001739,UNIQ001739,67243,sao paulo,SP
CUST001740,UNIQ001740,27796,campinas,SP
CUST001741,UNIQ001741,21097,camaçari,BA
CUST001742,UNIQ001742,27985,cascavel,PR
CUST001743,UNIQ001743,94180,sao jose,SC
CUST001744,UNIQ001744,64507,sao paulo,SP
CUST001745,UNIQ001745,69772,sao paulo,SP
CUST001746,UNIQ001746,89223,duque de caxias,RJ
CUST001747,UNIQ001747,65797,sao bernardo do campo,SP
CUST001748,UNIQ001748,91690,sao bernardo do campo,SP
CUST001749,UNIQ001749,33566,curitiba,PR
CUST001750,UNIQ001750,69558,sao bernardo do campo,SP
CUST001751,UNIQ001751,76770,sao goncalo,RJ
CUST001752,UNIQ001752,65590,campinas,SP
CUST001753,UNIQ001753,82358,campinas,SP
CUST001754,UNIQ001754,68988,guarulhos,SP
CUST001755,UNIQ001755,60425,zona norte,PA
CUST001756,UNIQ001756,56570,florianopolis,SC
CUST001757,UNIQ001757,39588,centro,AL
CUST001758,UNIQ001758,34352,nova iguacu,RJ
CUST001759,UNIQ001759,65675,campinas,SP
CUST001760,UNIQ001760,89242,sao goncalo,RJ
CUST001761,UNIQ001761,10973,duque de caxias,RJ
CUST001762,UNIQ001762,85751,aparecida de goiania,GO
CUST001763,UNIQ001763,75294,sao paulo,SP
CUST001764,UNIQ001764,41031,sao goncalo,RJ
CUST001765,UNIQ001765,75762,guarulhos,SP
CUST001766,UNIQ001766,45291,sao paulo,SP
CUST001767,UNIQ001767,63849,cascavel,PR
CUST001768,UNIQ001768,81587,sao goncalo,RJ
CUST001769,UNIQ001769,85543,sao bernardo do campo,SP
CUST001770,UNIQ001770,58099,sao bernardo do campo,SP
CUST001771,UNIQ001771,14385,sao goncalo,RJ
CUST001772,UNIQ001772,14963,florianopolis,SC
CUST001773,UNIQ001773,84468,maracanau,CE
CUST001774,UNIQ001774,73342,zona norte,RN
CUST001775,UNIQ001775,58310,florianopolis,SC
CUST001776,UNIQ001776,24832,santo andre,SP
CUST001777,UNIQ001777,86056,pelotas,RS
CUST001778,UNIQ001778,73115,nova iguacu,RJ
CUST001779,UNIQ001779,20494,sao paulo,SP
CUST001780,UNIQ001780,28623,vitoria da conquista,BA
CUST001781,UNIQ001781,78997,sao paulo,SP
CUST001782,UNIQ001782,46624,juazeiro do norte,CE
CUST001783,UNIQ001783,70940,niteroi,RJ
CUST001784,UNIQ001784,77757,belo horizonte,MG
CUST001785,UNIQ001785,20254,betim,MG
CUST001786,UNIQ001786,78597,juazeiro do norte,CE
CUST001787,UNIQ001787,89963,uberlandia,MG
CUST001788,UNIQ001788,21592,belo horizonte,MG
CUST001789,UNIQ001789,42142,guarulhos,SP
CUST001790,UNIQ001790,71925,sao goncalo,RJ
CUST001791,UNIQ001791,92662,guarulhos,SP
CUST001792,UNIQ001792,96997,londrina,PR
CUST001793,UNIQ001793,97650,duque de caxias,RJ
CUST001794,UNIQ001794,20234,canoas,RS
CUST001795,UNIQ001795,99662,campinas,SP
CUST001796,UNIQ001796,93058,campinas,SP
CUST001797,UNIQ001797,80673,curitiba,PR
CUST001798,UNIQ001798,85973,santo andre,SP
CUST001799,UNIQ001799,50959,sao paulo,SP
CUST001800,UNIQ001800,90352,guarulhos,SP
CUST001801,UNIQ001801,16917,interior,RN
CUST001802,UNIQ001802,55029,curitiba,PR
CUST001803,UNIQ001803,80127,campinas,SP
CUST001804,UNIQ001804,11413,sao paulo,SP
CUST001805,UNIQ001805,71455,guarulhos,SP
CUST001806,UNIQ001806,69511,blumenau,SC
CUST001807,UNIQ001807,77195,santa maria,RS
CUST001808,UNIQ001808,71503,santo andre,SP
CUST001809,UNIQ001809,85230,sao bernardo do campo,SP
CUST001810,UNIQ001810,53452,santo andre,SP
CUST001811,UNIQ001811,65183,pelotas,RS
CUST001812,UNIQ001812,56257,florianopolis,SC
CUST001813,UNIQ001813,48616,campinas,SP
CUST001814,UNIQ001814,47907,guarulhos,SP
CUST001815,UNIQ001815,31955,guarulhos,SP
CUST001816,UNIQ001816,14630,capital,MA
CUST001817,UNIQ001817,88333,guarulhos,SP
CUST001818,UNIQ001818,49855,blumenau,SC
CUST001819,UNIQ001819,83886,belo horizonte,MG
CUST001820,UNIQ001820,44136,guarulhos,SP
CUST001821,UNIQ001821,18050,santo andre,SP
CUST001822,UNIQ001822,92483,santo andre,SP
CUST001823,UNIQ001823,72018,juiz de fora,MG
CUST001824,UNIQ001824,85778,sao jose,SC
CUST001825,UNIQ001825,32161,contagem,MG
CUST001826,UNIQ001826,85085,niteroi,RJ
CUST001827,UNIQ001827,16765,santo andre,SP
CUST001828,UNIQ001828,96025,zona norte,MA
CUST001829,UNIQ001829,48240,blumenau,SC
CUST001830,UNIQ001830,91830,sao bernardo do campo,SP
CUST001831,UNIQ001831,13578,zona sul,AM
CUST001832,UNIQ001832,47593,belo horizonte,MG
CUST001833,UNIQ001833,73538,juiz de fora,MG
CUST001834,UNIQ001834,20814,curitiba,PR
CUST001835,UNIQ001835,26622,camaçari,BA
