order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD00001350,3,PROD000261,SELL00462,2017-04-15 04:59:00,336.14,72.0
ORD00001350,4,PROD000730,SELL00412,2017-04-21 04:59:00,712.67,37.2
ORD00001351,1,PROD000148,SELL00034,2017-04-22 08:50:00,883.09,8.56
ORD00001352,1,PROD000426,SELL00107,2017-04-21 08:55:00,872.69,29.26
ORD00001353,1,PROD000700,SELL00344,2017-04-21 10:32:00,629.81,20.03
ORD00001354,1,PROD000355,SELL00139,2017-04-17 12:22:00,234.58,24.49
ORD00001354,2,PROD000346,SELL00108,2017-04-21 12:22:00,830.69,48.72
ORD00001355,1,PROD000319,SELL00268,2017-04-22 15:18:00,511.99,52.55
ORD00001356,1,PROD000667,SELL00333,2017-04-16 18:52:00,902.2,72.9
ORD00001356,2,PROD000166,SELL00460,2017-04-17 18:52:00,408.99,69.02
ORD00001357,1,PROD000189,SELL00491,2017-04-21 22:51:00,1168.51,40.2
ORD00001358,1,PROD000406,SELL00328,2017-04-23 00:22:00,701.25,21.86
ORD00001359,1,PROD000896,SELL00057,2017-04-15 01:30:00,275.38,42.33
ORD00001360,1,PROD000903,SELL00253,2017-04-20 02:18:00,1057.54,59.28
ORD00001361,1,PROD000187,SELL00404,2017-04-17 03:09:00,112.77,57.16
ORD00001362,1,PROD000930,SELL00024,2017-04-17 03:21:00,54.76,29.99
ORD00001362,2,PROD000220,SELL00339,2017-04-15 03:21:00,1165.24,17.57
ORD00001362,3,PROD000193,SELL00116,2017-04-18 03:21:00,818.31,47.24
ORD00001362,4,PROD000567,SELL00155,2017-04-18 03:21:00,456.93,63.31
ORD00001363,1,PROD000034,SELL00407,2017-04-21 03:34:00,79.38,14.98
ORD00001364,1,PROD000204,SELL00207,2017-04-18 05:48:00,462.43,48.74
ORD00001365,1,PROD000347,SELL00260,2017-04-19 05:58:00,459.68,52.84
ORD00001366,1,PROD000621,SELL00296,2017-04-20 11:07:00,583.36,58.02
ORD00001367,1,PROD000117,SELL00430,2017-04-19 11:23:00,275.53,54.32
ORD00001367,2,PROD000301,SELL00411,2017-04-17 11:23:00,388.5,31.09
ORD00001368,1,PROD000510,SELL00255,2017-04-19 12:39:00,240.02,69.45
ORD00001369,1,PROD000160,SELL00278,2017-04-23 14:25:00,262.65,44.25
ORD00001369,2,PROD000538,SELL00337,2017-04-21 14:25:00,481.77,36.62
ORD00001370,1,PROD000250,SELL00417,2017-04-15 15:08:00,369.81,65.09
ORD00001371,1,PROD000100,SELL00174,2017-04-23 15:23:00,322.61,16.09
ORD00001372,1,PROD000621,SELL00407,2017-04-20 15:35:00,565.29,8.41
ORD00001373,1,PROD000266,SELL00342,2017-04-19 18:11:00,695.03,13.09
ORD00001374,1,PROD000967,SELL00447,2017-04-22 18:31:00,522.92,54.3
ORD00001374,2,PROD000407,SELL00181,2017-04-21 18:31:00,128.33,21.07
ORD00001375,1,PROD000656,SELL00412,2017-04-15 21:10:00,783.52,27.69
ORD00001376,1,PROD000823,SELL00116,2017-04-18 22:46:00,427.89,22.42
ORD00001377,1,PROD000375,SELL00212,2017-04-18 22:50:00,209.65,48.7
ORD00001378,1,PROD000616,SELL00167,2017-04-20 23:33:00,515.02,31.81
ORD00001379,1,PROD000158,SELL00080,2017-04-16 01:40:00,850.37,71.73
ORD00001380,1,PROD000307,SELL00250,2017-04-22 05:45:00,490.32,32.63
ORD00001381,1,PROD000758,SELL00420,2017-04-17 05:48:00,446.38,62.92
ORD00001382,1,PROD000579,SELL00469,2017-04-20 07:46:00,664.59,23.73
ORD00001383,1,PROD000320,SELL00196,2017-04-22 08:14:00,590.62,49.76
ORD00001384,1,PROD000757,SELL00398,2017-04-21 08:52:00,257.56,50.27
ORD00001385,1,PROD000869,SELL00315,2017-04-19 09:23:00,134.59,28.61
ORD00001386,1,PROD000979,SELL00110,2017-04-18 11:58:00,907.95,54.02
ORD00001386,2,PROD000628,SELL00025,2017-04-17 11:58:00,630.31,24.18
ORD00001386,3,PROD000719,SELL00201,2017-04-23 11:58:00,830.76,45.06
ORD00001387,1,PROD000908,SELL00423,2017-04-24 12:32:00,327.37,67.02
ORD00001388,1,PROD000854,SELL00270,2017-04-16 12:46:00,1101.46,22.36
ORD00001388,2,PROD000469,SELL00033,2017-04-22 12:46:00,645.3,78.25
ORD00001388,3,PROD000632,SELL00130,2017-04-24 12:46:00,312.46,16.25
ORD00001388,4,PROD000147,SELL00202,2017-04-17 12:46:00,907.2,43.86
ORD00001389,1,PROD000781,SELL00240,2017-04-21 13:11:00,828.53,59.37
ORD00001390,1,PROD000586,SELL00285,2017-04-16 15:50:00,812.82,27.31
ORD00001391,1,PROD000279,SELL00040,2017-04-20 17:10:00,699.53,49.97
ORD00001392,1,PROD000716,SELL00309,2017-04-17 20:55:00,648.04,30.92
ORD00001392,2,PROD000867,SELL00063,2017-04-22 20:55:00,1099.44,28.78
ORD00001393,1,PROD000135,SELL00073,2017-04-20 21:32:00,1074.39,30.34
ORD00001394,1,PROD000172,SELL00428,2017-04-24 23:43:00,212.23,56.94
ORD00001395,1,PROD000796,SELL00466,2017-04-25 00:27:00,274.11,41.13
ORD00001396,1,PROD000762,SELL00121,2017-04-20 04:29:00,424.61,57.21
ORD00001397,1,PROD000570,SELL00291,2017-04-21 04:59:00,1177.41,10.67
ORD00001397,2,PROD000662,SELL00445,2017-04-23 04:59:00,705.14,20.92
ORD00001397,3,PROD000038,SELL00428,2017-04-19 04:59:00,913.02,72.0
ORD00001398,1,PROD000368,SELL00133,2017-04-24 07:06:00,806.01,49.01
ORD00001399,1,PROD000410,SELL00397,2017-04-22 11:11:00,1048.19,15.22
ORD00001399,2,PROD000054,SELL00263,2017-04-23 11:11:00,99.49,47.86
ORD00001399,3,PROD000453,SELL00431,2017-04-19 11:11:00,77.55,74.85
ORD00001400,1,PROD000368,SELL00423,2017-04-20 12:03:00,829.3,51.11
ORD00001400,2,PROD000330,SELL00143,2017-04-23 12:03:00,809.84,67.78
ORD00001401,1,PROD000764,SELL00335,2017-04-22 12:09:00,640.96,24.0
ORD00001402,1,PROD000513,SELL00144,2017-04-24 13:58:00,972.89,44.2
ORD00001403,1,PROD000638,SELL00340,2017-04-23 15:41:00,108.26,59.7
ORD00001404,1,PROD000784,SELL00487,2017-04-18 16:10:00,629.3,75.12
ORD00001405,1,PROD000083,SELL00077,2017-04-17 19:16:00,296.86,49.0
ORD00001405,2,PROD000359,SELL00309,2017-04-24 19:16:00,1075.57,22.71
ORD00001405,3,PROD000044,SELL00362,2017-04-20 19:16:00,479.37,41.4
ORD00001405,4,PROD000343,SELL00072,2017-04-20 19:16:00,478.76,59.27
ORD00001406,1,PROD000114,SELL00126,2017-04-25 22:07:00,1017.64,79.02
ORD00001407,1,PROD000725,SELL00165,2017-04-24 00:14:00,571.11,72.47
ORD00001408,1,PROD000636,SELL00260,2017-04-22 04:44:00,347.02,60.76
ORD00001409,1,PROD000988,SELL00023,2017-04-24 07:23:00,890.07,11.8
ORD00001410,1,PROD000121,SELL00137,2017-04-26 08:32:00,459.78,51.91
ORD00001411,1,PROD000825,SELL00406,2017-04-23 10:04:00,622.35,72.26
ORD00001412,1,PROD000046,SELL00063,2017-04-23 10:30:00,530.03,38.44
ORD00001413,1,PROD000780,SELL00212,2017-04-26 13:05:00,553.61,64.53
ORD00001414,1,PROD000237,SELL00376,2017-04-23 15:42:00,177.5,52.5
ORD00001415,1,PROD000628,SELL00108,2017-04-19 17:17:00,63.82,54.18
ORD00001415,2,PROD000896,SELL00314,2017-04-24 17:17:00,691.23,23.02
ORD00001416,1,PROD000254,SELL00402,2017-04-24 18:53:00,656.98,74.85
ORD00001416,2,PROD000115,SELL00324,2017-04-22 18:53:00,454.8,39.56
ORD00001417,1,PROD000889,SELL00498,2017-04-24 21:19:00,1010.01,61.28
ORD00001417,2,PROD000548,SELL00103,2017-04-21 21:19:00,547.56,45.76
ORD00001417,3,PROD000463,SELL00041,2017-04-23 21:19:00,568.76,47.59
ORD00001417,4,PROD000552,SELL00451,2017-04-24 21:19:00,660.23,40.84
ORD00001418,1,PROD000707,SELL00076,2017-04-23 22:46:00,61.58,68.25
ORD00001418,2,PROD000310,SELL00168,2017-04-21 22:46:00,462.74,39.26
ORD00001419,1,PROD000768,SELL00386,2017-04-27 00:31:00,263.57,22.04
ORD00001420,1,PROD000117,SELL00107,2017-04-21 02:11:00,1100.98,18.29
ORD00001421,1,PROD000216,SELL00441,2017-04-21 02:41:00,83.87,28.46
ORD00001421,2,PROD000100,SELL00030,2017-04-27 02:41:00,288.63,50.8
ORD00001422,1,PROD000926,SELL00016,2017-04-22 02:42:00,373.15,46.67
ORD00001422,2,PROD000511,SELL00371,2017-04-21 02:42:00,69.45,62.48
ORD00001423,1,PROD000344,SELL00396,2017-04-22 05:13:00,545.12,58.52
ORD00001424,1,PROD000645,SELL00242,2017-04-19 08:58:00,854.36,32.99
ORD00001424,2,PROD000083,SELL00092,2017-04-21 08:58:00,726.41,50.46
ORD00001425,1,PROD000910,SELL00013,2017-04-19 09:49:00,95.49,23.06
ORD00001426,1,PROD000329,SELL00453,2017-04-19 10:39:00,577.04,27.23
ORD00001426,2,PROD000678,SELL00283,2017-04-26 10:39:00,1068.36,11.55
ORD00001427,1,PROD000617,SELL00327,2017-04-22 12:00:00,107.76,77.74
ORD00001427,2,PROD000619,SELL00080,2017-04-25 12:00:00,653.19,22.13
ORD00001428,1,PROD000767,SELL00160,2017-04-21 12:51:00,753.5,47.31
ORD00001429,1,PROD000575,SELL00115,2017-04-19 16:04:00,118.75,47.51
ORD00001429,2,PROD000732,SELL00351,2017-04-22 16:04:00,273.45,25.98
ORD00001430,1,PROD000940,SELL00223,2017-04-22 20:51:00,903.22,61.8
ORD00001430,2,PROD000967,SELL00360,2017-04-19 20:51:00,494.43,29.54
ORD00001431,1,PROD000690,SELL00212,2017-04-24 22:31:00,105.71,28.78
ORD00001432,1,PROD000431,SELL00045,2017-04-28 07:14:00,1088.85,59.84
ORD00001432,2,PROD000111,SELL00259,2017-04-26 07:14:00,146.78,13.38
ORD00001433,1,PROD000625,SELL00309,2017-04-22 07:53:00,356.82,72.66
ORD00001434,1,PROD000242,SELL00033,2017-04-28 08:30:00,894.83,43.31
ORD00001435,1,PROD000934,SELL00446,2017-04-23 08:53:00,421.39,56.71
ORD00001436,1,PROD000151,SELL00022,2017-04-28 09:15:00,91.14,65.21
ORD00001437,1,PROD000531,SELL00353,2017-04-22 09:24:00,103.93,8.52
ORD00001438,1,PROD000745,SELL00409,2017-04-27 10:13:00,182.88,72.43
ORD00001439,1,PROD000759,SELL00226,2017-04-21 10:55:00,629.82,65.67
ORD00001440,1,PROD000780,SELL00159,2017-04-28 19:28:00,331.94,8.42
ORD00001441,1,PROD000780,SELL00482,2017-04-23 19:44:00,334.26,18.91
ORD00001442,1,PROD000142,SELL00137,2017-04-27 20:22:00,723.79,29.61
ORD00001443,1,PROD000563,SELL00135,2017-04-22 20:48:00,578.52,43.96
ORD00001444,1,PROD000134,SELL00260,2017-04-20 21:16:00,809.36,21.67
ORD00001445,1,PROD000384,SELL00225,2017-04-22 00:11:00,1096.63,51.0
ORD00001446,1,PROD000657,SELL00123,2017-04-23 02:22:00,890.65,40.01
ORD00001447,1,PROD000246,SELL00497,2017-04-23 02:53:00,382.67,14.53
ORD00001447,2,PROD000871,SELL00155,2017-04-27 02:53:00,186.04,11.32
ORD00001447,3,PROD000209,SELL00055,2017-04-23 02:53:00,81.35,35.11
ORD00001448,1,PROD000574,SELL00151,2017-04-29 03:32:00,348.71,12.77
ORD00001449,1,PROD000803,SELL00240,2017-04-29 04:20:00,948.26,68.04
ORD00001450,1,PROD000090,SELL00354,2017-04-29 04:40:00,570.8,38.79
ORD00001451,1,PROD000192,SELL00289,2017-04-21 04:53:00,1149.17,17.02
ORD00001452,1,PROD000787,SELL00301,2017-04-29 07:40:00,598.5,65.1
ORD00001453,1,PROD000060,SELL00486,2017-04-25 07:42:00,125.78,77.55
ORD00001454,1,PROD000740,SELL00015,2017-04-26 13:01:00,639.62,76.25
ORD00001455,1,PROD000651,SELL00092,2017-04-22 14:34:00,265.75,35.86
ORD00001455,2,PROD000119,SELL00246,2017-04-26 14:34:00,505.08,19.6
ORD00001455,3,PROD000918,SELL00061,2017-04-29 14:34:00,394.18,18.94
ORD00001456,1,PROD000044,SELL00159,2017-04-21 14:51:00,736.53,37.99
ORD00001457,1,PROD000281,SELL00215,2017-04-21 15:59:00,683.23,34.88
ORD00001457,2,PROD000519,SELL00154,2017-04-26 15:59:00,777.21,50.25
ORD00001458,1,PROD000090,SELL00244,2017-04-25 17:11:00,901.55,9.03
ORD00001459,1,PROD000051,SELL00389,2017-04-21 17:22:00,350.14,23.17
ORD00001460,1,PROD000849,SELL00226,2017-04-26 17:47:00,677.3,67.18
ORD00001460,2,PROD000951,SELL00065,2017-04-29 17:47:00,473.05,19.6
ORD00001461,1,PROD000303,SELL00060,2017-04-26 18:42:00,291.02,56.87
ORD00001461,2,PROD000566,SELL00334,2017-04-22 18:42:00,79.58,20.6
ORD00001462,1,PROD000492,SELL00384,2017-04-24 19:13:00,579.78,10.02
ORD00001463,1,PROD000326,SELL00278,2017-04-21 19:18:00,180.18,31.81
ORD00001463,2,PROD000448,SELL00090,2017-04-26 19:18:00,570.11,56.18
ORD00001464,1,PROD000055,SELL00458,2017-04-29 21:37:00,617.06,69.8
ORD00001465,1,PROD000520,SELL00202,2017-04-27 22:11:00,1025.68,27.0
ORD00001466,1,PROD000231,SELL00175,2017-04-26 00:15:00,1009.48,23.83
ORD00001467,1,PROD000115,SELL00367,2017-04-24 00:22:00,906.56,58.78
ORD00001468,1,PROD000845,SELL00178,2017-04-26 00:54:00,802.22,40.59
ORD00001468,2,PROD000667,SELL00216,2017-04-25 00:54:00,757.04,60.08
ORD00001469,1,PROD000058,SELL00140,2017-04-22 01:19:00,982.73,23.62
ORD00001469,2,PROD000683,SELL00341,2017-04-30 01:19:00,1013.31,58.54
ORD00001469,3,PROD000797,SELL00042,2017-04-30 01:19:00,608.55,33.94
ORD00001469,4,PROD000359,SELL00121,2017-04-28 01:19:00,421.68,69.53
ORD00001470,1,PROD000156,SELL00185,2017-04-22 02:13:00,1141.97,46.55
ORD00001471,1,PROD000611,SELL00412,2017-04-26 04:18:00,722.43,52.08
ORD00001471,2,PROD000793,SELL00123,2017-04-25 04:18:00,540.22,22.1
ORD00001472,1,PROD000834,SELL00428,2017-04-30 04:47:00,743.66,22.74
ORD00001473,1,PROD000881,SELL00439,2017-04-30 06:46:00,433.13,37.01
ORD00001474,1,PROD000674,SELL00031,2017-04-22 07:41:00,1028.82,72.18
ORD00001475,1,PROD000019,SELL00192,2017-04-29 10:01:00,240.14,58.88
ORD00001476,1,PROD000691,SELL00346,2017-04-29 10:20:00,698.22,58.11
ORD00001476,2,PROD000609,SELL00190,2017-04-26 10:20:00,92.4,69.81
ORD00001476,3,PROD000406,SELL00167,2017-04-27 10:20:00,105.08,21.6
ORD00001477,1,PROD000609,SELL00051,2017-04-24 10:49:00,317.19,16.16
ORD00001477,2,PROD000046,SELL00059,2017-04-29 10:49:00,880.25,10.93
ORD00001478,1,PROD000519,SELL00476,2017-04-29 11:27:00,282.59,9.31
ORD00001479,1,PROD000808,SELL00039,2017-04-22 11:33:00,964.86,54.95
ORD00001479,2,PROD000103,SELL00377,2017-04-25 11:33:00,51.94,60.21
ORD00001480,1,PROD000875,SELL00476,2017-04-28 14:26:00,537.92,25.39
ORD00001480,2,PROD000208,SELL00090,2017-04-25 14:26:00,127.97,33.88
ORD00001481,1,PROD000806,SELL00238,2017-04-23 15:02:00,1038.49,31.07
ORD00001481,2,PROD000507,SELL00168,2017-04-30 15:02:00,170.56,78.87
ORD00001482,1,PROD000815,SELL00095,2017-04-22 17:07:00,1123.35,19.42
ORD00001483,1,PROD000657,SELL00344,2017-04-25 22:31:00,70.76,17.7
ORD00001483,2,PROD000506,SELL00430,2017-04-23 22:31:00,854.86,69.67
ORD00001484,1,PROD000352,SELL00020,2017-04-30 23:07:00,772.27,21.32
ORD00001485,1,PROD000765,SELL00137,2017-04-30 00:08:00,30.15,56.31
ORD00001486,1,PROD000661,SELL00250,2017-04-27 00:19:00,1179.49,45.21
ORD00001487,1,PROD000938,SELL00118,2017-04-23 09:36:00,425.5,53.24
ORD00001487,2,PROD000725,SELL00428,2017-04-25 09:36:00,204.71,39.23
ORD00001488,1,PROD000309,SELL00300,2017-05-01 10:45:00,180.29,46.34
ORD00001489,1,PROD000397,SELL00370,2017-04-27 12:49:00,290.55,72.19
ORD00001490,1,PROD000503,SELL00240,2017-04-30 13:29:00,785.21,74.96
ORD00001490,2,PROD000659,SELL00319,2017-04-26 13:29:00,508.05,64.64
ORD00001491,1,PROD000880,SELL00420,2017-04-24 19:24:00,193.6,32.91
ORD00001492,1,PROD000820,SELL00188,2017-04-27 22:28:00,892.85,41.5
ORD00001492,2,PROD000833,SELL00182,2017-04-26 22:28:00,1042.95,21.59
ORD00001493,1,PROD000225,SELL00129,2017-04-28 23:02:00,753.85,47.98
ORD00001494,1,PROD000576,SELL00470,2017-04-30 00:04:00,621.15,18.3
ORD00001494,2,PROD000529,SELL00241,2017-05-01 00:04:00,361.87,23.88
ORD00001494,3,PROD000929,SELL00488,2017-04-24 00:04:00,259.43,78.18
ORD00001495,1,PROD000022,SELL00117,2017-04-25 03:04:00,1176.67,11.65
ORD00001496,1,PROD000816,SELL00004,2017-04-25 06:34:00,278.17,14.54
ORD00001496,2,PROD000659,SELL00154,2017-05-01 06:34:00,29.77,32.79
ORD00001497,1,PROD000448,SELL00087,2017-04-27 07:13:00,100.15,37.97
ORD00001498,1,PROD000313,SELL00379,2017-04-24 09:49:00,887.42,28.73
ORD00001499,1,PROD000309,SELL00475,2017-05-01 11:15:00,324.01,62.2
ORD00001500,1,PROD000914,SELL00182,2017-04-27 15:40:00,39.95,45.06
ORD00001500,2,PROD000568,SELL00075,2017-04-25 15:40:00,640.97,46.4
ORD00001500,3,PROD000947,SELL00202,2017-04-25 15:40:00,110.02,76.22
ORD00001500,4,PROD000596,SELL00453,2017-04-24 15:40:00,402.6,45.11
ORD00001501,1,PROD000811,SELL00426,2017-04-25 16:19:00,984.82,73.48
ORD00001502,1,PROD000229,SELL00179,2017-04-28 21:03:00,421.72,18.26
ORD00001503,1,PROD000533,SELL00419,2017-05-02 21:05:00,505.71,62.79
ORD00001504,1,PROD000054,SELL00108,2017-05-03 00:48:00,1149.41,20.01
ORD00001505,1,PROD000159,SELL00386,2017-04-29 00:49:00,165.27,12.36
ORD00001506,1,PROD000903,SELL00072,2017-04-25 01:52:00,580.14,58.0
ORD00001507,1,PROD000362,SELL00176,2017-04-29 01:58:00,666.32,52.43
ORD00001508,1,PROD000950,SELL00026,2017-04-28 05:01:00,211.11,59.92
ORD00001509,1,PROD000520,SELL00051,2017-05-03 05:41:00,612.68,54.63
ORD00001510,1,PROD000838,SELL00167,2017-04-29 07:06:00,899.34,64.67
ORD00001510,2,PROD000242,SELL00338,2017-05-02 07:06:00,626.7,59.15
ORD00001511,1,PROD000652,SELL00397,2017-04-25 15:06:00,1006.36,73.05
ORD00001512,1,PROD000266,SELL00337,2017-05-03 15:22:00,346.89,79.45
ORD00001513,1,PROD000932,SELL00329,2017-04-26 18:02:00,935.79,76.2
ORD00001513,2,PROD000740,SELL00104,2017-04-25 18:02:00,994.73,18.39
ORD00001514,1,PROD000905,SELL00037,2017-04-26 18:48:00,870.89,77.81
ORD00001515,1,PROD000360,SELL00134,2017-04-28 19:39:00,533.84,65.34
ORD00001516,1,PROD000173,SELL00442,2017-05-01 22:15:00,924.61,31.19
ORD00001517,1,PROD000646,SELL00282,2017-04-30 22:45:00,156.8,27.09
ORD00001518,1,PROD000466,SELL00341,2017-05-03 01:06:00,146.24,48.2
ORD00001519,1,PROD000579,SELL00070,2017-04-29 02:51:00,185.67,55.65
ORD00001519,2,PROD000634,SELL00431,2017-05-04 02:51:00,523.1,33.97
ORD00001519,3,PROD000650,SELL00188,2017-04-27 02:51:00,847.75,54.0
ORD00001520,1,PROD000525,SELL00388,2017-05-03 03:22:00,1014.77,21.0
ORD00001521,1,PROD000674,SELL00232,2017-04-28 03:35:00,341.06,37.63
ORD00001522,1,PROD000019,SELL00250,2017-04-29 04:05:00,523.87,21.7
ORD00001522,2,PROD000487,SELL00426,2017-04-30 04:05:00,832.21,24.6
ORD00001522,3,PROD000868,SELL00397,2017-04-29 04:05:00,253.42,62.41
ORD00001522,4,PROD000508,SELL00058,2017-04-29 04:05:00,229.2,29.03
ORD00001523,1,PROD000062,SELL00333,2017-05-01 04:34:00,1038.81,51.76
ORD00001524,1,PROD000826,SELL00011,2017-05-04 05:03:00,319.93,63.55
ORD00001525,1,PROD000402,SELL00112,2017-04-28 10:13:00,191.81,12.77
ORD00001525,2,PROD000414,SELL00184,2017-05-03 10:13:00,830.27,75.86
ORD00001525,3,PROD000289,SELL00245,2017-04-29 10:13:00,328.08,28.97
ORD00001526,1,PROD000503,SELL00117,2017-05-02 10:59:00,401.0,18.35
ORD00001527,1,PROD000254,SELL00153,2017-05-04 18:03:00,69.72,73.64
ORD00001528,1,PROD000825,SELL00144,2017-04-29 18:30:00,939.91,52.47
ORD00001529,1,PROD000969,SELL00314,2017-04-30 19:30:00,833.99,57.55
ORD00001530,1,PROD000809,SELL00307,2017-05-01 19:53:00,1125.35,34.2
ORD00001531,1,PROD000168,SELL00410,2017-04-28 21:24:00,139.66,31.38
ORD00001531,2,PROD000722,SELL00412,2017-05-03 21:24:00,508.85,67.84
ORD00001532,1,PROD000978,SELL00270,2017-04-28 22:00:00,653.22,67.57
ORD00001532,2,PROD000953,SELL00210,2017-04-29 22:00:00,885.52,12.43
ORD00001533,1,PROD000598,SELL00048,2017-04-28 22:03:00,503.67,39.63
ORD00001534,1,PROD000124,SELL00360,2017-05-04 01:34:00,887.64,40.95
ORD00001534,2,PROD000358,SELL00302,2017-05-01 01:34:00,343.2,12.82
ORD00001535,1,PROD000755,SELL00092,2017-04-30 02:30:00,43.58,28.17
ORD00001536,1,PROD000998,SELL00492,2017-05-04 10:39:00,539.27,64.58
ORD00001536,2,PROD000613,SELL00052,2017-05-03 10:39:00,839.74,17.91
ORD00001537,1,PROD000833,SELL00140,2017-04-27 14:01:00,304.95,37.48
ORD00001538,1,PROD000227,SELL00020,2017-05-05 15:07:00,60.76,41.53
ORD00001538,2,PROD000971,SELL00486,2017-05-05 15:07:00,219.89,59.02
ORD00001539,1,PROD000079,SELL00243,2017-05-02 16:34:00,607.64,62.34
ORD00001540,1,PROD000227,SELL00319,2017-05-04 18:41:00,234.35,15.81
ORD00001540,2,PROD000568,SELL00460,2017-04-29 18:41:00,908.3,61.41
ORD00001541,1,PROD000991,SELL00441,2017-04-30 23:10:00,694.71,42.37
ORD00001542,1,PROD000689,SELL00060,2017-05-04 23:56:00,1115.48,33.44
ORD00001543,1,PROD000308,SELL00400,2017-04-28 09:46:00,1081.27,45.68
ORD00001544,1,PROD000302,SELL00230,2017-04-30 10:58:00,745.71,26.8
ORD00001545,1,PROD000874,SELL00332,2017-04-29 11:12:00,487.43,79.6
ORD00001546,1,PROD000422,SELL00443,2017-04-28 11:27:00,197.7,60.64
ORD00001547,1,PROD000588,SELL00455,2017-05-06 12:11:00,1056.77,49.0
ORD00001548,1,PROD000393,SELL00119,2017-05-05 15:10:00,782.17,71.51
ORD00001548,2,PROD000464,SELL00424,2017-05-04 15:10:00,521.8,52.89
ORD00001548,3,PROD000236,SELL00443,2017-05-04 15:10:00,456.0,42.21
ORD00001548,4,PROD000012,SELL00010,2017-05-03 15:10:00,951.63,40.6
ORD00001549,1,PROD000010,SELL00334,2017-05-01 15:38:00,677.29,16.23
ORD00001550,1,PROD000237,SELL00400,2017-04-29 17:10:00,608.1,11.66
ORD00001550,2,PROD000471,SELL00163,2017-04-30 17:10:00,1100.54,65.16
ORD00001550,3,PROD000005,SELL00416,2017-04-28 17:10:00,1182.92,54.24
ORD00001551,1,PROD000495,SELL00437,2017-05-06 18:57:00,775.01,49.81
ORD00001551,2,PROD000744,SELL00372,2017-05-06 18:57:00,651.39,36.94
ORD00001551,3,PROD000179,SELL00192,2017-05-04 18:57:00,505.88,12.94
ORD00001551,4,PROD000268,SELL00021,2017-04-28 18:57:00,1066.74,47.76
ORD00001552,1,PROD000946,SELL00288,2017-04-30 19:25:00,45.97,20.3
ORD00001553,1,PROD000302,SELL00431,2017-05-04 19:34:00,474.7,14.0
ORD00001554,1,PROD000485,SELL00358,2017-05-04 20:42:00,995.69,48.43
ORD00001555,1,PROD000188,SELL00435,2017-04-28 22:23:00,493.06,78.09
ORD00001556,1,PROD000224,SELL00279,2017-05-01 00:51:00,977.77,22.48
ORD00001557,1,PROD000993,SELL00345,2017-04-30 09:33:00,880.12,27.08
ORD00001558,1,PROD000405,SELL00456,2017-05-03 10:31:00,724.57,40.77
ORD00001559,1,PROD000375,SELL00230,2017-05-01 10:40:00,541.62,71.49
ORD00001560,1,PROD000859,SELL00162,2017-04-29 11:44:00,687.93,76.76
ORD00001561,1,PROD000697,SELL00456,2017-05-04 12:30:00,1056.14,9.86
ORD00001562,1,PROD000159,SELL00025,2017-05-03 12:49:00,906.97,17.61
ORD00001563,1,PROD000398,SELL00353,2017-05-05 14:21:00,402.95,18.2
ORD00001563,2,PROD000471,SELL00368,2017-05-06 14:21:00,718.98,26.09
ORD00001564,1,PROD000619,SELL00431,2017-05-05 14:44:00,1125.34,58.52
ORD00001565,1,PROD000502,SELL00119,2017-04-29 19:28:00,1057.44,16.24
ORD00001566,1,PROD000082,SELL00470,2017-05-05 20:34:00,545.76,41.91
ORD00001567,1,PROD000685,SELL00024,2017-04-29 21:41:00,77.07,19.53
ORD00001568,1,PROD000256,SELL00353,2017-05-02 01:57:00,844.84,30.17
ORD00001569,1,PROD000171,SELL00070,2017-05-02 03:10:00,309.16,31.01
ORD00001570,1,PROD000319,SELL00052,2017-05-05 04:25:00,210.75,26.71
ORD00001571,1,PROD000412,SELL00096,2017-04-30 06:46:00,765.55,15.82
ORD00001572,1,PROD000265,SELL00417,2017-05-04 06:54:00,781.35,9.9
ORD00001573,1,PROD000906,SELL00097,2017-05-04 08:44:00,689.49,37.0
ORD00001574,1,PROD000338,SELL00356,2017-05-06 12:41:00,386.08,40.01
ORD00001575,1,PROD000734,SELL00315,2017-05-05 13:04:00,679.19,38.37
ORD00001576,1,PROD000614,SELL00336,2017-05-08 15:48:00,1051.92,37.35
ORD00001577,1,PROD000829,SELL00247,2017-05-02 16:11:00,454.32,78.04
ORD00001577,2,PROD000061,SELL00496,2017-05-01 16:11:00,879.24,60.29
ORD00001577,3,PROD000294,SELL00355,2017-05-01 16:11:00,247.83,8.72
ORD00001578,1,PROD000832,SELL00091,2017-05-08 16:41:00,619.59,76.2
ORD00001579,1,PROD000297,SELL00232,2017-04-30 17:03:00,61.32,55.44
ORD00001580,1,PROD000590,SELL00374,2017-05-03 03:10:00,894.07,16.18
ORD00001581,1,PROD000864,SELL00242,2017-05-01 03:24:00,99.68,26.57
ORD00001582,1,PROD000673,SELL00054,2017-05-07 03:56:00,279.93,38.4
ORD00001583,1,PROD000630,SELL00028,2017-05-09 07:23:00,1053.76,35.72
ORD00001584,1,PROD000479,SELL00264,2017-05-04 07:59:00,387.23,74.82
ORD00001584,2,PROD000614,SELL00052,2017-05-08 07:59:00,183.55,65.76
ORD00001585,1,PROD000039,SELL00173,2017-05-08 08:14:00,241.45,56.33
ORD00001586,1,PROD000737,SELL00355,2017-05-06 10:55:00,615.87,67.91
ORD00001587,1,PROD000779,SELL00129,2017-05-08 13:53:00,1153.57,79.27
