order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD00002161,1,credit_card,3,554.44
ORD00002162,1,boleto,1,1051.15
ORD00002163,1,credit_card,6,694.94
ORD00002164,1,boleto,1,140.18
ORD00002165,1,credit_card,1,2393.61
ORD00002166,1,credit_card,4,1145.4
ORD00002167,1,boleto,1,179.38
ORD00002168,1,credit_card,3,2593.37
ORD00002169,1,credit_card,2,396.42
ORD00002170,1,credit_card,6,706.19
ORD00002171,1,voucher,1,756.51
ORD00002172,1,credit_card,1,587.11
ORD00002173,1,credit_card,1,745.72
ORD00002174,1,credit_card,8,594.98
ORD00002175,1,credit_card,10,609.95
ORD00002176,1,credit_card,3,743.57
ORD00002177,1,credit_card,12,108.26
ORD00002178,1,boleto,1,1163.01
ORD00002179,1,boleto,1,1743.47
ORD00002180,1,boleto,1,319.28
ORD00002181,1,credit_card,3,835.85
ORD00002182,1,credit_card,10,372.55
ORD00002183,1,credit_card,2,648.21
ORD00002184,1,credit_card,3,164.26
ORD00002185,1,credit_card,8,1221.65
ORD00002186,1,credit_card,1,562.63
ORD00002187,1,boleto,1,3013.48
ORD00002188,1,credit_card,3,962.19
ORD00002189,1,credit_card,8,351.61
ORD00002190,1,credit_card,8,1300.84
ORD00002191,1,credit_card,1,976.05
ORD00002192,1,credit_card,1,1107.76
ORD00002193,1,credit_card,8,347.13
ORD00002194,1,credit_card,2,175.87
ORD00002195,1,boleto,1,1919.69
ORD00002196,1,boleto,1,1148.94
ORD00002197,1,credit_card,12,271.21
ORD00002198,1,credit_card,4,654.83
ORD00002199,1,boleto,1,2133.25
ORD00002200,1,credit_card,1,1512.01
ORD00002201,1,credit_card,4,1160.84
ORD00002202,1,credit_card,2,1878.8
ORD00002203,1,credit_card,6,2424.66
ORD00002204,1,boleto,1,907.9
ORD00002205,1,debit_card,1,379.96
ORD00002206,1,credit_card,1,945.4
ORD00002207,1,credit_card,3,1860.46
ORD00002208,1,credit_card,8,822.04
ORD00002209,1,boleto,1,869.58
ORD00002210,1,credit_card,4,1408.45
ORD00002211,1,credit_card,6,1059.16
ORD00002212,1,credit_card,2,643.74
ORD00002213,1,boleto,1,1028.11
ORD00002214,1,credit_card,5,1022.78
ORD00002215,1,voucher,1,491.07
ORD00002216,1,credit_card,4,77.17
ORD00002217,1,credit_card,1,1072.35
ORD00002218,1,credit_card,10,84.67
ORD00002219,1,credit_card,3,3309.87
ORD00002220,1,credit_card,1,1710.18
ORD00002221,1,boleto,1,986.02
ORD00002222,1,credit_card,1,79.38
ORD00002223,1,credit_card,1,1088.16
ORD00002224,1,boleto,1,379.81
ORD00002225,1,credit_card,1,1172.87
ORD00002226,1,credit_card,1,897.67
ORD00002227,1,credit_card,3,632.8
ORD00002228,1,credit_card,2,234.09
ORD00002229,1,credit_card,8,366.83
ORD00002230,1,credit_card,1,155.48
ORD00002231,1,credit_card,1,1018.22
ORD00002232,1,voucher,1,814.53
ORD00002233,1,credit_card,2,1546.1
ORD00002234,1,credit_card,10,773.92
ORD00002235,1,boleto,1,2398.96
ORD00002236,1,credit_card,8,696.28
ORD00002237,1,credit_card,2,484.31
ORD00002238,1,credit_card,1,258.97
ORD00002239,1,voucher,1,244.58
ORD00002240,1,credit_card,8,1244.15
ORD00002241,1,boleto,1,501.47
ORD00002242,1,credit_card,8,957.87
ORD00002243,1,credit_card,2,1925.99
ORD00002244,1,credit_card,6,235.2
ORD00002245,1,credit_card,1,980.19
ORD00002246,1,credit_card,1,522.93
ORD00002247,1,credit_card,4,1077.83
ORD00002248,1,credit_card,4,1244.13
ORD00002249,1,debit_card,1,1232.69
ORD00002250,1,credit_card,1,1020.95
ORD00002251,1,credit_card,1,341.63
ORD00002252,1,boleto,1,1058.83
ORD00002253,1,voucher,1,164.82
ORD00002254,1,voucher,1,435.68
ORD00002255,1,boleto,1,1213.58
ORD00002256,1,credit_card,5,994.02
ORD00002257,1,credit_card,10,641.41
ORD00002258,1,credit_card,10,1168.75
ORD00002259,1,credit_card,1,813.37
ORD00002260,1,credit_card,5,332.72
ORD00002261,1,voucher,1,1551.11
ORD00002262,1,boleto,1,2408.44
ORD00002263,1,credit_card,1,824.95
ORD00002264,1,credit_card,3,180.25
ORD00002265,1,credit_card,6,609.65
ORD00002266,1,credit_card,1,2656.74
ORD00002267,1,boleto,1,1161.91
ORD00002268,1,credit_card,8,1644.46
ORD00002269,1,credit_card,3,869.37
ORD00002270,1,credit_card,10,270.91
ORD00002271,1,boleto,1,916.59
ORD00002272,1,credit_card,1,230.98
ORD00002273,1,credit_card,2,1193.78
ORD00002274,1,credit_card,1,476.12
ORD00002275,1,credit_card,2,1926.32
ORD00002276,1,credit_card,1,86.02
ORD00002277,1,credit_card,4,1452.36
ORD00002278,1,boleto,1,2883.09
ORD00002279,1,boleto,1,1580.33
ORD00002280,1,credit_card,2,1032.06
ORD00002281,1,credit_card,1,1191.77
ORD00002282,1,boleto,1,1114.14
ORD00002283,1,credit_card,10,158.06
ORD00002284,1,credit_card,6,1146.12
ORD00002285,1,credit_card,1,2261.37
ORD00002286,1,credit_card,2,835.02
ORD00002287,1,credit_card,2,812.7
ORD00002288,1,credit_card,10,515.66
ORD00002289,1,credit_card,6,841.88
ORD00002290,1,credit_card,4,2223.72
ORD00002291,1,credit_card,4,1180.22
ORD00002292,1,credit_card,6,1216.73
ORD00002293,1,boleto,1,519.75
ORD00002294,1,credit_card,3,2663.92
ORD00002295,1,credit_card,1,972.71
ORD00002296,1,credit_card,4,236.8
ORD00002297,1,credit_card,5,1437.18
ORD00002298,1,credit_card,1,886.82
ORD00002299,1,debit_card,1,151.26
ORD00002300,1,credit_card,2,2142.89
ORD00002301,1,credit_card,6,902.84
ORD00002302,1,credit_card,5,694.31
ORD00002303,1,voucher,1,431.97
ORD00002304,1,credit_card,1,158.93
ORD00002305,1,credit_card,1,1620.91
ORD00002306,1,credit_card,5,538.07
ORD00002307,1,credit_card,1,281.59
ORD00002308,1,credit_card,1,185.7
ORD00002309,1,credit_card,5,86.99
ORD00002310,1,credit_card,10,1154.99
ORD00002311,1,credit_card,1,1667.54
ORD00002312,1,credit_card,1,788.56
ORD00002313,1,credit_card,4,870.72
ORD00002314,1,credit_card,2,1174.46
ORD00002315,1,credit_card,6,1112.14
ORD00002316,1,boleto,1,1900.02
ORD00002317,1,boleto,1,86.66
ORD00002318,1,credit_card,1,1535.06
ORD00002319,1,credit_card,2,545.46
ORD00002320,1,credit_card,1,777.09
ORD00002321,1,credit_card,10,878.5
ORD00002322,1,credit_card,2,3336.8
ORD00002323,1,credit_card,1,1459.56
ORD00002324,1,credit_card,5,483.81
ORD00002325,1,credit_card,1,944.62
ORD00002326,1,credit_card,6,709.85
ORD00002327,1,credit_card,2,809.83
ORD00002328,1,credit_card,4,1193.93
ORD00002329,1,credit_card,12,1619.85
ORD00002330,1,credit_card,1,133.77
ORD00002331,1,boleto,1,112.63
ORD00002332,1,boleto,1,617.67
ORD00002333,1,credit_card,10,1196.9
ORD00002334,1,boleto,1,1175.13
ORD00002335,1,credit_card,3,942.2
ORD00002336,1,credit_card,2,738.65
ORD00002337,1,credit_card,1,685.8
ORD00002338,1,boleto,1,122.76
ORD00002339,1,credit_card,4,465.72
ORD00002340,1,credit_card,5,3708.98
ORD00002341,1,credit_card,10,1190.3
ORD00002342,1,boleto,1,269.39
ORD00002343,1,credit_card,1,975.69
ORD00002344,1,credit_card,8,812.74
ORD00002345,1,credit_card,4,97.87
ORD00002346,1,boleto,1,868.74
ORD00002347,1,credit_card,2,892.42
ORD00002348,1,credit_card,1,510.09
ORD00002349,1,credit_card,5,2837.77
ORD00002350,1,credit_card,8,1804.08
ORD00002351,1,credit_card,4,905.07
ORD00002352,1,credit_card,3,1113.1
ORD00002353,1,boleto,1,1004.06
ORD00002354,1,credit_card,3,141.63
ORD00002355,1,debit_card,1,743.8
ORD00002356,1,boleto,1,1261.27
ORD00002357,1,credit_card,1,959.67
ORD00002358,1,credit_card,1,1821.97
ORD00002359,1,boleto,1,1763.01
ORD00002360,1,credit_card,1,2240.98
ORD00002361,1,credit_card,2,292.87
ORD00002362,1,credit_card,1,243.33
ORD00002363,1,credit_card,3,636.36
ORD00002364,1,credit_card,2,533.17
ORD00002365,1,voucher,1,970.01
ORD00002366,1,boleto,1,209.2
ORD00002367,1,credit_card,8,48.18
ORD00002368,1,credit_card,12,401.55
ORD00002369,1,credit_card,1,1170.2
ORD00002370,1,credit_card,10,1185.91
ORD00002371,1,credit_card,1,768.58
ORD00002372,1,boleto,1,1931.86
ORD00002373,1,boleto,1,859.06
ORD00002374,1,credit_card,3,926.5
ORD00002375,1,credit_card,1,1708.24
ORD00002376,1,credit_card,5,1490.89
ORD00002377,1,credit_card,2,1098.65
ORD00002378,1,credit_card,6,1654.97
ORD00002379,1,boleto,1,601.55
ORD00002380,1,debit_card,1,548.42
ORD00002381,1,boleto,1,317.46
ORD00002382,1,boleto,1,1261.98
ORD00002383,1,debit_card,1,1377.39
ORD00002384,1,boleto,1,1218.13
ORD00002385,1,credit_card,5,983.37
ORD00002386,1,credit_card,8,468.3
ORD00002387,1,credit_card,1,909.34
ORD00002388,1,credit_card,1,978.62
ORD00002389,1,credit_card,1,555.68
ORD00002390,1,boleto,1,1232.1
ORD00002391,1,credit_card,6,1081.17
ORD00002392,1,credit_card,5,525.63
ORD00002393,1,credit_card,6,1152.27
ORD00002394,1,credit_card,6,1359.24
ORD00002395,1,credit_card,6,3907.13
ORD00002396,1,credit_card,1,2069.49
ORD00002397,1,credit_card,6,1279.73
ORD00002398,1,credit_card,3,801.13
ORD00002399,1,credit_card,1,376.03
ORD00002400,1,credit_card,5,178.44
ORD00002401,1,credit_card,3,229.28
ORD00002402,1,credit_card,2,1121.61
ORD00002403,1,credit_card,10,1813.82
ORD00002404,1,credit_card,4,130.71
ORD00002405,1,credit_card,1,650.44
ORD00002406,1,credit_card,5,203.44
ORD00002407,1,voucher,1,244.92
ORD00002408,1,credit_card,1,1709.35
ORD00002409,1,credit_card,1,428.13
ORD00002410,1,boleto,1,1752.77
ORD00002411,1,voucher,1,523.38
ORD00002412,1,credit_card,8,275.49
ORD00002413,1,boleto,1,676.82
ORD00002414,1,boleto,1,1082.19
ORD00002415,1,credit_card,4,1125.81
ORD00002416,1,credit_card,2,284.49
ORD00002417,1,credit_card,6,690.42
ORD00002418,1,credit_card,3,1044.42
ORD00002419,1,credit_card,1,1023.38
ORD00002420,1,credit_card,1,453.15
ORD00002421,1,boleto,1,1269.53
ORD00002422,1,boleto,1,662.63
ORD00002423,1,boleto,1,1579.34
ORD00002424,1,credit_card,1,607.99
ORD00002425,1,credit_card,10,1478.92
ORD00002426,1,boleto,1,1449.14
ORD00002427,1,credit_card,1,908.87
ORD00002428,1,credit_card,10,1928.33
ORD00002429,1,boleto,1,438.95
ORD00002430,1,credit_card,1,816.01
ORD00002431,1,credit_card,2,869.58
ORD00002432,1,credit_card,2,2875.86
ORD00002433,1,credit_card,2,1018.88
ORD00002434,1,credit_card,10,1106.58
ORD00002435,1,credit_card,4,678.59
ORD00002436,1,credit_card,5,1003.34
ORD00002437,1,boleto,1,2152.09
ORD00002438,1,credit_card,1,536.98
ORD00002439,1,credit_card,5,2241.27
ORD00002440,1,credit_card,5,860.81
ORD00002441,1,credit_card,6,2017.74
ORD00002442,1,debit_card,1,534.66
ORD00002443,1,credit_card,3,1015.94
ORD00002444,1,credit_card,2,2068.17
ORD00002445,1,credit_card,10,434.6
ORD00002446,1,credit_card,2,776.74
ORD00002447,1,boleto,1,360.52
ORD00002448,1,boleto,1,884.48
ORD00002449,1,credit_card,8,275.38
ORD00002450,1,boleto,1,165.9
ORD00002451,1,credit_card,1,441.51
ORD00002452,1,credit_card,1,843.82
ORD00002453,1,credit_card,2,2077.76
ORD00002454,1,credit_card,8,1004.03
ORD00002455,1,credit_card,4,482.48
ORD00002456,1,voucher,1,931.09
ORD00002457,1,boleto,1,472.08
ORD00002458,1,credit_card,1,2119.05
ORD00002459,1,credit_card,1,1245.13
ORD00002460,1,boleto,1,244.58
ORD00002461,1,credit_card,2,760.34
ORD00002462,1,credit_card,4,157.06
ORD00002463,1,credit_card,1,376.86
ORD00002464,1,credit_card,6,1116.83
ORD00002465,1,credit_card,3,1130.69
ORD00002466,1,credit_card,6,1214.88
ORD00002467,1,credit_card,5,1642.09
ORD00002468,1,credit_card,1,820.93
ORD00002469,1,debit_card,1,685.1
ORD00002470,1,boleto,1,582.69
ORD00002471,1,credit_card,1,546.08
ORD00002472,1,credit_card,3,871.44
ORD00002473,1,credit_card,2,63.61
ORD00002474,1,credit_card,3,541.6
ORD00002475,1,credit_card,1,1114.28
ORD00002476,1,credit_card,3,977.83
ORD00002477,1,credit_card,1,346.35
ORD00002478,1,boleto,1,509.44
ORD00002479,1,credit_card,8,766.52
ORD00002480,1,boleto,1,2187.22
ORD00002481,1,boleto,1,289.97
ORD00002482,1,credit_card,3,574.53
ORD00002483,1,voucher,1,798.3
ORD00002484,1,credit_card,5,164.18
ORD00002485,1,voucher,1,1174.83
ORD00002486,1,credit_card,2,1039.0
ORD00002487,1,boleto,1,1014.7
ORD00002488,1,credit_card,6,1325.11
ORD00002489,1,credit_card,2,534.5
ORD00002490,1,credit_card,3,1078.55
ORD00002491,1,voucher,1,2534.04
ORD00002492,1,boleto,1,161.26
ORD00002493,1,credit_card,2,1181.04
ORD00002494,1,credit_card,12,1306.76
ORD00002495,1,credit_card,5,678.11
ORD00002496,1,boleto,1,923.77
ORD00002497,1,credit_card,1,621.89
ORD00002498,1,boleto,1,506.02
ORD00002499,1,credit_card,3,1283.03
ORD00002500,1,credit_card,1,1214.39
ORD00002501,1,credit_card,12,902.47
ORD00002502,1,credit_card,8,579.61
ORD00002503,1,credit_card,2,116.3
ORD00002504,1,credit_card,1,989.52
ORD00002505,1,credit_card,10,1091.37
ORD00002506,1,credit_card,3,1163.71
ORD00002507,1,credit_card,1,931.05
ORD00002508,1,credit_card,4,910.09
ORD00002509,1,credit_card,2,682.83
ORD00002510,1,credit_card,2,2387.59
ORD00002511,1,credit_card,5,980.63
ORD00002512,1,credit_card,12,685.26
ORD00002513,1,credit_card,2,277.22
ORD00002514,1,voucher,1,795.52
ORD00002515,1,credit_card,3,661.6
ORD00002516,1,boleto,1,1266.8
ORD00002517,1,voucher,1,629.81
ORD00002518,1,credit_card,1,1300.06
ORD00002519,1,credit_card,1,203.51
ORD00002520,1,credit_card,1,962.45
ORD00002521,1,credit_card,4,482.12
ORD00002522,1,credit_card,8,1125.87
ORD00002523,1,credit_card,2,1160.38
ORD00002524,1,credit_card,1,495.45
ORD00002525,1,boleto,1,680.65
ORD00002526,1,credit_card,4,667.3
ORD00002527,1,credit_card,6,755.86
ORD00002528,1,credit_card,2,1768.18
ORD00002529,1,credit_card,1,1141.32
ORD00002530,1,credit_card,1,2232.89
ORD00002531,1,credit_card,5,1168.06
ORD00002532,1,credit_card,10,244.89
ORD00002533,1,credit_card,4,901.29
ORD00002534,1,credit_card,6,321.89
ORD00002535,1,credit_card,1,1315.28
ORD00002536,1,boleto,1,1181.53
ORD00002537,1,credit_card,6,2490.67
ORD00002538,1,credit_card,8,1533.73
ORD00002539,1,credit_card,4,1027.77
ORD00002540,1,credit_card,1,2115.3
ORD00002541,1,credit_card,1,479.77
ORD00002542,1,credit_card,5,360.56
ORD00002543,1,voucher,1,617.05
ORD00002544,1,credit_card,2,2646.39
ORD00002545,1,credit_card,8,1050.92
ORD00002546,1,credit_card,10,44.49
ORD00002547,1,credit_card,3,52.03
ORD00002548,1,credit_card,4,354.55
ORD00002549,1,credit_card,3,374.91
ORD00002550,1,credit_card,1,75.59
ORD00002551,1,credit_card,1,97.83
ORD00002552,1,credit_card,1,1240.63
ORD00002553,1,credit_card,4,999.75
ORD00002554,1,credit_card,8,94.75
ORD00002555,1,credit_card,12,375.79
ORD00002556,1,credit_card,12,2517.99
ORD00002557,1,boleto,1,2431.98
ORD00002558,1,boleto,1,902.67
ORD00002559,1,credit_card,5,1396.43
ORD00002560,1,credit_card,2,926.18
ORD00002561,1,credit_card,10,760.28
ORD00002562,1,voucher,1,1185.2
ORD00002563,1,boleto,1,823.84
ORD00002564,1,credit_card,1,1034.8
ORD00002565,1,credit_card,2,1324.34
ORD00002566,1,credit_card,2,804.12
ORD00002567,1,credit_card,4,355.16
ORD00002568,1,voucher,1,605.17
ORD00002569,1,credit_card,3,1358.56
ORD00002570,1,boleto,1,2067.28
ORD00002571,1,credit_card,1,1084.71
ORD00002572,1,credit_card,5,320.02
ORD00002573,1,credit_card,1,1606.71
ORD00002574,1,credit_card,12,573.69
ORD00002575,1,credit_card,4,858.65
ORD00002576,1,credit_card,2,829.65
ORD00002577,1,voucher,1,948.21
ORD00002578,1,voucher,1,1343.98
ORD00002579,1,credit_card,1,1156.48
ORD00002580,1,credit_card,5,2249.99
ORD00002581,1,boleto,1,1145.03
ORD00002582,1,credit_card,8,966.39
ORD00002583,1,boleto,1,793.54
ORD00002584,1,credit_card,10,80.79
ORD00002585,1,boleto,1,2326.78
ORD00002586,1,credit_card,3,2178.05
ORD00002587,1,credit_card,3,679.59
ORD00002588,1,credit_card,12,1306.02
ORD00002589,1,boleto,1,996.05
ORD00002590,1,credit_card,1,1233.71
ORD00002591,1,voucher,1,1126.52
ORD00002592,1,credit_card,2,830.98
ORD00002593,1,credit_card,4,1216.97
ORD00002594,1,credit_card,6,1302.76
ORD00002595,1,credit_card,1,1449.81
ORD00002596,1,credit_card,1,2431.93
ORD00002597,1,credit_card,8,1253.89
ORD00002598,1,credit_card,1,941.72
ORD00002599,1,credit_card,1,531.16
ORD00002600,1,credit_card,10,1110.76
ORD00002601,1,credit_card,1,621.21
ORD00002602,1,credit_card,1,1212.48
ORD00002603,1,debit_card,1,1157.07
ORD00002604,1,credit_card,10,1185.89
ORD00002605,1,boleto,1,883.52
ORD00002606,1,credit_card,5,631.1
ORD00002607,1,credit_card,6,910.98
ORD00002608,1,credit_card,6,671.43
ORD00002609,1,boleto,1,1039.0
ORD00002610,1,credit_card,2,1144.55
ORD00002611,1,credit_card,5,409.35
ORD00002612,1,boleto,1,935.8
ORD00002613,1,credit_card,1,845.16
ORD00002614,1,credit_card,5,502.63
ORD00002615,1,credit_card,1,366.07
ORD00002616,1,credit_card,1,209.77
ORD00002617,1,voucher,1,3133.26
ORD00002618,1,credit_card,1,639.92
ORD00002619,1,credit_card,4,614.4
ORD00002620,1,boleto,1,1214.14
ORD00002621,1,boleto,1,2861.41
ORD00002622,1,credit_card,1,651.42
ORD00002623,1,boleto,1,403.65
ORD00002624,1,credit_card,8,421.71
ORD00002625,1,boleto,1,697.15
ORD00002626,1,credit_card,2,498.66
ORD00002627,1,credit_card,5,2312.49
ORD00002628,1,credit_card,2,494.37
ORD00002629,1,debit_card,1,270.22
ORD00002630,1,credit_card,2,632.89
ORD00002631,1,credit_card,3,154.36
ORD00002632,1,credit_card,1,450.61
ORD00002633,1,credit_card,4,1032.88
ORD00002634,1,credit_card,8,483.4
ORD00002635,1,credit_card,3,697.87
ORD00002636,1,boleto,1,2121.92
ORD00002637,1,credit_card,8,208.7
ORD00002638,1,credit_card,1,1982.86
ORD00002639,1,credit_card,2,203.77
ORD00002640,1,voucher,1,719.1
ORD00002641,1,credit_card,1,2391.46
ORD00002642,1,credit_card,3,234.2
ORD00002643,1,credit_card,5,332.7
ORD00002644,1,credit_card,4,1058.14
ORD00002645,1,credit_card,1,104.27
ORD00002646,1,credit_card,1,741.23
ORD00002647,1,credit_card,2,1255.3
ORD00002648,1,credit_card,1,824.79
ORD00002649,1,credit_card,3,729.8
ORD00002650,1,credit_card,5,868.63
ORD00002651,1,voucher,1,477.19
ORD00002652,1,credit_card,2,95.9
ORD00002653,1,credit_card,4,719.13
ORD00002654,1,boleto,1,1598.74
ORD00002655,1,credit_card,3,229.74
ORD00002656,1,credit_card,12,500.67
ORD00002657,1,credit_card,3,1473.94
ORD00002658,1,credit_card,5,1224.08
ORD00002659,1,credit_card,1,958.63
ORD00002660,1,credit_card,3,889.6
ORD00002661,1,credit_card,6,1269.71
ORD00002662,1,credit_card,2,98.77
ORD00002663,1,credit_card,1,1035.66
ORD00002664,1,credit_card,2,483.8
ORD00002665,1,credit_card,4,1412.96
ORD00002666,1,credit_card,1,53.64
ORD00002667,1,voucher,1,529.84
ORD00002668,1,credit_card,4,488.53
ORD00002669,1,credit_card,1,158.78
ORD00002670,1,credit_card,1,295.71
ORD00002671,1,boleto,1,715.4
ORD00002672,1,boleto,1,624.47
ORD00002673,1,boleto,1,130.04
ORD00002674,1,credit_card,12,909.27
ORD00002675,1,credit_card,1,1046.77
ORD00002676,1,credit_card,3,2417.13
ORD00002677,1,credit_card,1,1399.9
ORD00002678,1,credit_card,10,141.49
ORD00002679,1,credit_card,5,800.51
ORD00002680,1,credit_card,2,1222.37
ORD00002681,1,boleto,1,95.85
ORD00002682,1,credit_card,6,1204.39
ORD00002683,1,credit_card,5,411.82
ORD00002684,1,credit_card,1,1958.49
ORD00002685,1,credit_card,1,1078.42
ORD00002686,1,credit_card,1,405.75
ORD00002687,1,credit_card,2,546.91
ORD00002688,1,credit_card,6,953.67
ORD00002689,1,credit_card,2,820.96
ORD00002690,1,boleto,1,217.66
ORD00002691,1,credit_card,10,628.55
ORD00002692,1,boleto,1,1084.94
ORD00002693,1,boleto,1,1603.25
ORD00002694,1,credit_card,8,591.09
ORD00002695,1,credit_card,4,107.71
ORD00002696,1,credit_card,4,544.0
ORD00002697,1,credit_card,10,787.42
ORD00002698,1,boleto,1,179.09
ORD00002699,1,credit_card,10,542.72
ORD00002700,1,credit_card,12,1515.74
ORD00002701,1,credit_card,3,1455.91
ORD00002702,1,credit_card,1,519.14
ORD00002703,1,credit_card,8,141.43
ORD00002704,1,credit_card,4,618.02
ORD00002705,1,credit_card,10,1122.95
ORD00002706,1,credit_card,4,635.62
ORD00002707,1,credit_card,3,728.95
ORD00002708,1,voucher,1,1245.92
ORD00002709,1,credit_card,1,622.6
ORD00002710,1,credit_card,3,764.53
ORD00002711,1,credit_card,1,1359.78
ORD00002712,1,boleto,1,413.65
ORD00002713,1,credit_card,3,151.54
ORD00002714,1,boleto,1,1822.08
ORD00002715,1,credit_card,4,1130.99
ORD00002716,1,credit_card,1,428.83
ORD00002717,1,credit_card,10,530.02
ORD00002718,1,voucher,1,404.9
ORD00002719,1,credit_card,3,70.46
ORD00002720,1,credit_card,1,931.9
ORD00002721,1,credit_card,4,346.73
ORD00002722,1,credit_card,1,895.33
ORD00002723,1,debit_card,1,470.35
ORD00002724,1,credit_card,8,2343.69
ORD00002725,1,boleto,1,617.16
ORD00002726,1,credit_card,1,169.33
ORD00002727,1,credit_card,8,518.05
ORD00002728,1,credit_card,2,325.76
ORD00002729,1,credit_card,10,1169.54
ORD00002730,1,credit_card,1,2507.07
ORD00002731,1,credit_card,6,316.44
ORD00002732,1,credit_card,3,926.96
ORD00002733,1,boleto,1,1195.35
ORD00002734,1,boleto,1,1434.53
ORD00002735,1,credit_card,6,647.53
ORD00002736,1,boleto,1,284.4
ORD00002737,1,credit_card,6,1791.75
ORD00002738,1,credit_card,3,1061.57
ORD00002739,1,credit_card,4,1601.93
ORD00002740,1,credit_card,5,89.48
ORD00002741,1,boleto,1,1145.78
ORD00002742,1,credit_card,6,838.09
ORD00002743,1,credit_card,12,1670.46
ORD00002744,1,credit_card,3,530.31
ORD00002745,1,credit_card,1,257.85
ORD00002746,1,credit_card,10,277.15
ORD00002747,1,credit_card,8,1173.33
ORD00002748,1,credit_card,12,721.54
ORD00002749,1,boleto,1,1886.26
ORD00002750,1,credit_card,1,1180.59
ORD00002751,1,credit_card,10,1183.95
ORD00002752,1,credit_card,5,747.2
ORD00002753,1,credit_card,1,1706.3
ORD00002754,1,credit_card,6,627.72
ORD00002755,1,credit_card,6,2245.65
ORD00002756,1,credit_card,3,1232.26
ORD00002757,1,boleto,1,124.81
ORD00002758,1,boleto,1,1224.9
ORD00002759,1,boleto,1,612.8
ORD00002760,1,debit_card,1,826.26
ORD00002761,1,boleto,1,1453.7
ORD00002762,1,boleto,1,2436.78
ORD00002763,1,credit_card,3,1209.63
ORD00002764,1,credit_card,4,1267.25
ORD00002765,1,credit_card,1,1193.18
ORD00002766,1,credit_card,2,529.2
ORD00002767,1,voucher,1,387.22
ORD00002768,1,credit_card,6,880.27
ORD00002769,1,boleto,1,1416.29
ORD00002770,1,credit_card,12,840.04
ORD00002771,1,credit_card,4,715.98
ORD00002772,1,credit_card,4,1902.77
ORD00002773,1,boleto,1,483.11
ORD00002774,1,boleto,1,1578.09
ORD00002775,1,boleto,1,1421.52
ORD00002776,1,credit_card,2,927.92
ORD00002777,1,credit_card,5,414.78
ORD00002778,1,credit_card,2,526.31
ORD00002779,1,credit_card,10,1368.41
ORD00002780,1,boleto,1,132.01
ORD00002781,1,credit_card,10,123.28
ORD00002782,1,credit_card,6,1519.89
ORD00002783,1,credit_card,5,429.15
ORD00002784,1,credit_card,1,876.89
ORD00002785,1,credit_card,1,534.55
ORD00002786,1,voucher,1,1127.85
ORD00002787,1,credit_card,4,2147.84
ORD00002788,1,credit_card,3,1038.89
ORD00002789,1,credit_card,1,1399.02
ORD00002790,1,boleto,1,2741.77
ORD00002791,1,credit_card,3,1776.84
ORD00002792,1,credit_card,12,873.42
ORD00002793,1,credit_card,1,2576.79
ORD00002794,1,credit_card,6,1887.83
ORD00002795,1,credit_card,1,272.38
ORD00002796,1,voucher,1,335.42
ORD00002797,1,credit_card,5,355.68
ORD00002798,1,credit_card,3,1237.48
ORD00002799,1,credit_card,12,335.95
ORD00002800,1,credit_card,1,1118.53
ORD00002801,1,credit_card,12,692.94
ORD00002802,1,credit_card,6,2412.87
ORD00002803,1,credit_card,4,564.35
ORD00002804,1,credit_card,2,543.87
ORD00002805,1,boleto,1,426.11
ORD00002806,1,credit_card,1,1207.93
ORD00002807,1,boleto,1,910.08
ORD00002808,1,credit_card,1,410.77
ORD00002809,1,credit_card,1,1702.25
ORD00002810,1,credit_card,1,864.62
ORD00002811,1,credit_card,4,1767.29
ORD00002812,1,credit_card,1,1173.51
ORD00002813,1,boleto,1,524.88
ORD00002814,1,credit_card,1,1905.19
ORD00002815,1,boleto,1,661.77
ORD00002816,1,credit_card,5,428.35
ORD00002817,1,boleto,1,898.61
ORD00002818,1,credit_card,1,716.5
ORD00002819,1,credit_card,5,414.6
ORD00002820,1,boleto,1,816.41
ORD00002821,1,credit_card,3,824.03
ORD00002822,1,credit_card,1,1040.2
ORD00002823,1,credit_card,4,725.08
ORD00002824,1,voucher,1,1251.48
ORD00002825,1,credit_card,1,1227.64
ORD00002826,1,credit_card,10,943.12
ORD00002827,1,boleto,1,235.34
ORD00002828,1,boleto,1,1371.11
ORD00002829,1,credit_card,1,352.96
ORD00002830,1,credit_card,1,640.13
ORD00002831,1,credit_card,6,1091.11
ORD00002832,1,credit_card,1,1847.36
ORD00002833,1,credit_card,10,1055.63
ORD00002834,1,credit_card,10,734.09
ORD00002835,1,credit_card,3,864.98
ORD00002836,1,boleto,1,2534.16
ORD00002837,1,credit_card,4,709.11
ORD00002838,1,credit_card,2,510.28
ORD00002839,1,credit_card,1,1232.06
ORD00002840,1,credit_card,1,171.86
ORD00002841,1,credit_card,1,289.99
ORD00002842,1,credit_card,1,922.28
ORD00002843,1,boleto,1,542.18
ORD00002844,1,credit_card,12,997.59
ORD00002845,1,credit_card,1,1034.78
ORD00002846,1,credit_card,2,191.3
ORD00002847,1,credit_card,2,1848.64
ORD00002848,1,credit_card,10,1281.66
ORD00002849,1,credit_card,1,1287.3
ORD00002850,1,credit_card,1,1224.67
ORD00002851,1,boleto,1,1700.14
ORD00002852,1,credit_card,1,347.47
