review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
REV00001013,ORD00001014,1,,,2017-03-30 14:57:00,2017-03-30 14:57:00
REV00001014,ORD00001015,3,,,2017-04-13 15:19:00,2017-03-30 15:19:00
REV00001015,ORD00001016,5,,"Muito bom, recomendo!",2017-03-25 15:53:00,2017-04-07 15:53:00
REV00001016,ORD00001017,3,,Poderia ser melhor,2017-04-09 16:46:00,2017-04-07 16:46:00
REV00001017,ORD00001018,5,,Produto excelente!,2017-04-09 17:50:00,2017-04-18 17:50:00
REV00001018,ORD00001019,5,,Chegou antes do prazo,2017-03-25 19:36:00,2017-04-20 19:36:00
REV00001019,ORD00001020,4,,"Muito bom, recomendo!",2017-04-14 22:44:00,2017-03-25 22:44:00
REV00001020,ORD00001021,5,,,2017-04-05 23:39:00,2017-04-14 23:39:00
REV00001021,ORD00001022,1,,,2017-03-29 23:58:00,2017-04-15 23:58:00
REV00001022,ORD00001023,5,,Produto excelente!,2017-04-11 00:08:00,2017-04-21 00:08:00
REV00001023,ORD00001024,4,,Chegou antes do prazo,2017-03-29 00:20:00,2017-04-19 00:20:00
REV00001024,ORD00001025,5,,Produto excelente!,2017-04-11 01:47:00,2017-04-12 01:47:00
REV00001025,ORD00001026,5,,Ótima qualidade,2017-04-13 02:42:00,2017-04-14 02:42:00
REV00001026,ORD00001027,3,,,2017-04-06 03:34:00,2017-04-16 03:34:00
REV00001027,ORD00001028,5,,"Muito bom, recomendo!",2017-04-06 04:36:00,2017-04-03 04:36:00
REV00001028,ORD00001029,5,,Chegou antes do prazo,2017-03-26 05:23:00,2017-04-21 05:23:00
REV00001029,ORD00001030,4,,"Perfeito, gostei muito",2017-04-17 06:11:00,2017-04-12 06:11:00
REV00001030,ORD00001031,5,,,2017-04-12 10:01:00,2017-04-05 10:01:00
REV00001031,ORD00001032,5,,"Muito bom, recomendo!",2017-04-09 11:53:00,2017-04-15 11:53:00
REV00001032,ORD00001033,5,,,2017-04-02 13:03:00,2017-04-04 13:03:00
REV00001033,ORD00001034,1,,,2017-04-16 13:38:00,2017-04-11 13:38:00
REV00001034,ORD00001035,5,,"Perfeito, gostei muito",2017-04-04 15:03:00,2017-04-08 15:03:00
REV00001035,ORD00001036,5,,"Muito bom, recomendo!",2017-03-25 18:57:00,2017-04-17 18:57:00
REV00001036,ORD00001037,5,,,2017-03-30 19:08:00,2017-04-18 19:08:00
REV00001037,ORD00001038,2,,Demorou muito,2017-04-01 23:02:00,2017-04-11 23:02:00
REV00001038,ORD00001039,5,,,2017-04-03 00:46:00,2017-04-03 00:46:00
REV00001039,ORD00001040,5,,"Perfeito, gostei muito",2017-04-16 06:05:00,2017-04-08 06:05:00
REV00001040,ORD00001041,5,,,2017-04-01 06:11:00,2017-04-04 06:11:00
REV00001041,ORD00001042,5,,"Perfeito, gostei muito",2017-03-29 08:34:00,2017-04-04 08:34:00
REV00001042,ORD00001043,4,,Ótima qualidade,2017-04-10 10:28:00,2017-04-09 10:28:00
REV00001043,ORD00001044,5,,,2017-03-27 14:46:00,2017-04-21 14:46:00
REV00001044,ORD00001045,4,,"Perfeito, gostei muito",2017-04-08 20:24:00,2017-04-04 20:24:00
REV00001045,ORD00001046,5,,,2017-04-09 21:13:00,2017-04-11 21:13:00
REV00001046,ORD00001047,5,,Ótima qualidade,2017-04-03 21:57:00,2017-04-11 21:57:00
REV00001047,ORD00001048,4,,,2017-04-18 22:14:00,2017-04-05 22:14:00
REV00001048,ORD00001049,4,,"Muito bom, recomendo!",2017-03-31 00:55:00,2017-04-12 00:55:00
REV00001049,ORD00001050,1,,Não veio conforme descrito,2017-04-04 02:16:00,2017-04-15 02:16:00
REV00001050,ORD00001051,4,,,2017-04-15 02:49:00,2017-04-14 02:49:00
REV00001051,ORD00001052,5,,,2017-04-01 02:58:00,2017-04-22 02:58:00
REV00001052,ORD00001053,3,,,2017-03-27 03:08:00,2017-04-13 03:08:00
REV00001053,ORD00001054,5,,,2017-04-03 03:36:00,2017-04-09 03:36:00
REV00001054,ORD00001055,5,,"Perfeito, gostei muito",2017-04-05 04:11:00,2017-04-10 04:11:00
REV00001055,ORD00001056,5,,Ótima qualidade,2017-04-18 04:55:00,2017-04-07 04:55:00
REV00001056,ORD00001057,3,,Entrega ok,2017-04-17 05:06:00,2017-04-08 05:06:00
REV00001057,ORD00001058,5,,Chegou antes do prazo,2017-03-28 05:43:00,2017-04-23 05:43:00
REV00001058,ORD00001059,5,,"Muito bom, recomendo!",2017-04-11 08:34:00,2017-04-24 08:34:00
REV00001059,ORD00001060,4,,Produto excelente!,2017-04-06 09:04:00,2017-03-31 09:04:00
REV00001060,ORD00001061,4,,,2017-03-30 11:41:00,2017-04-20 11:41:00
REV00001061,ORD00001062,5,,Produto excelente!,2017-04-09 14:58:00,2017-04-24 14:58:00
REV00001062,ORD00001063,5,,Produto excelente!,2017-04-03 15:13:00,2017-04-01 15:13:00
REV00001063,ORD00001064,3,,Entrega ok,2017-04-17 18:45:00,2017-03-29 18:45:00
REV00001064,ORD00001065,5,,Produto excelente!,2017-04-11 19:04:00,2017-04-23 19:04:00
REV00001065,ORD00001066,5,,,2017-03-27 21:24:00,2017-04-01 21:24:00
REV00001066,ORD00001067,5,,,2017-04-02 01:27:00,2017-04-19 01:27:00
REV00001067,ORD00001068,4,,,2017-04-16 08:29:00,2017-04-14 08:29:00
REV00001068,ORD00001069,4,,"Perfeito, gostei muito",2017-04-06 08:38:00,2017-04-12 08:38:00
REV00001069,ORD00001070,3,,Produto razoável,2017-03-28 08:43:00,2017-04-20 08:43:00
REV00001070,ORD00001071,4,,"Muito bom, recomendo!",2017-03-31 11:49:00,2017-04-19 11:49:00
REV00001071,ORD00001072,5,,Ótima qualidade,2017-04-01 12:08:00,2017-04-14 12:08:00
REV00001072,ORD00001073,5,,"Muito bom, recomendo!",2017-04-02 15:54:00,2017-04-20 15:54:00
REV00001073,ORD00001074,5,,,2017-03-30 17:55:00,2017-04-16 17:55:00
REV00001074,ORD00001075,5,,Ótima qualidade,2017-04-06 18:29:00,2017-04-20 18:29:00
REV00001075,ORD00001076,1,,Péssima qualidade,2017-04-20 19:04:00,2017-04-24 19:04:00
REV00001076,ORD00001077,3,,Entrega ok,2017-04-13 19:53:00,2017-04-03 19:53:00
REV00001077,ORD00001078,5,,"Muito bom, recomendo!",2017-04-05 22:29:00,2017-03-30 22:29:00
REV00001078,ORD00001079,5,,Chegou antes do prazo,2017-04-03 02:59:00,2017-04-02 02:59:00
REV00001079,ORD00001080,5,,"Muito bom, recomendo!",2017-03-30 03:56:00,2017-04-04 03:56:00
REV00001080,ORD00001081,5,,"Muito bom, recomendo!",2017-04-04 04:50:00,2017-04-05 04:50:00
REV00001081,ORD00001082,5,,Produto excelente!,2017-04-04 05:58:00,2017-04-26 05:58:00
REV00001082,ORD00001083,5,,"Perfeito, gostei muito",2017-04-03 07:03:00,2017-04-07 07:03:00
REV00001083,ORD00001084,5,,"Muito bom, recomendo!",2017-04-08 10:39:00,2017-04-08 10:39:00
REV00001084,ORD00001085,5,,Ótima qualidade,2017-04-10 10:59:00,2017-04-03 10:59:00
REV00001085,ORD00001086,5,,"Perfeito, gostei muito",2017-04-16 11:36:00,2017-04-14 11:36:00
REV00001086,ORD00001087,5,,"Muito bom, recomendo!",2017-04-01 15:53:00,2017-04-25 15:53:00
REV00001087,ORD00001088,4,,Ótima qualidade,2017-04-18 19:10:00,2017-04-04 19:10:00
REV00001088,ORD00001089,4,,Chegou antes do prazo,2017-04-09 19:53:00,2017-04-25 19:53:00
REV00001089,ORD00001090,5,,Ótima qualidade,2017-04-20 20:05:00,2017-03-30 20:05:00
REV00001090,ORD00001091,1,,Decepcionante,2017-04-08 23:47:00,2017-04-22 23:47:00
REV00001091,ORD00001092,5,,"Perfeito, gostei muito",2017-04-06 23:50:00,2017-04-26 23:50:00
REV00001092,ORD00001093,5,,,2017-04-19 01:28:00,2017-04-21 01:28:00
REV00001093,ORD00001094,5,,Chegou antes do prazo,2017-04-06 01:58:00,2017-04-10 01:58:00
REV00001094,ORD00001095,4,,,2017-04-01 05:12:00,2017-04-26 05:12:00
REV00001095,ORD00001096,5,,,2017-04-19 10:50:00,2017-04-19 10:50:00
REV00001096,ORD00001097,5,,"Perfeito, gostei muito",2017-04-09 12:20:00,2017-04-19 12:20:00
REV00001097,ORD00001098,5,,"Perfeito, gostei muito",2017-04-10 13:07:00,2017-04-12 13:07:00
REV00001098,ORD00001099,3,,Entrega ok,2017-04-03 14:45:00,2017-04-04 14:45:00
REV00001099,ORD00001100,5,,Produto excelente!,2017-04-17 16:59:00,2017-04-20 16:59:00
REV00001100,ORD00001101,5,,,2017-04-16 19:49:00,2017-04-13 19:49:00
REV00001101,ORD00001102,5,,Produto excelente!,2017-04-22 20:59:00,2017-04-01 20:59:00
REV00001102,ORD00001103,4,,Chegou antes do prazo,2017-03-30 21:43:00,2017-04-15 21:43:00
REV00001103,ORD00001104,5,,Ótima qualidade,2017-04-12 22:34:00,2017-04-23 22:34:00
REV00001104,ORD00001105,2,,,2017-04-17 22:35:00,2017-04-13 22:35:00
REV00001105,ORD00001106,3,,"Ok, dentro do esperado",2017-04-05 05:15:00,2017-04-18 05:15:00
REV00001106,ORD00001107,4,,"Muito bom, recomendo!",2017-04-04 08:44:00,2017-04-06 08:44:00
REV00001107,ORD00001108,5,,,2017-04-15 09:14:00,2017-04-10 09:14:00
REV00001108,ORD00001109,5,,,2017-04-04 11:55:00,2017-04-25 11:55:00
REV00001109,ORD00001110,4,,Ótima qualidade,2017-04-17 12:59:00,2017-04-19 12:59:00
REV00001110,ORD00001111,5,,Ótima qualidade,2017-04-13 17:30:00,2017-04-21 17:30:00
REV00001111,ORD00001112,5,,Produto excelente!,2017-04-14 18:14:00,2017-04-10 18:14:00
REV00001112,ORD00001113,1,,Péssima qualidade,2017-04-16 18:25:00,2017-04-03 18:25:00
REV00001113,ORD00001114,1,,Produto com defeito,2017-04-12 19:16:00,2017-04-08 19:16:00
REV00001114,ORD00001115,1,,Não veio conforme descrito,2017-04-04 21:10:00,2017-04-27 21:10:00
REV00001115,ORD00001116,5,,Chegou antes do prazo,2017-04-05 23:56:00,2017-04-10 23:56:00
REV00001116,ORD00001117,5,,,2017-04-09 03:27:00,2017-04-05 03:27:00
REV00001117,ORD00001118,5,,Produto excelente!,2017-04-15 04:18:00,2017-04-16 04:18:00
REV00001118,ORD00001119,5,,Produto excelente!,2017-04-11 05:05:00,2017-04-20 05:05:00
REV00001119,ORD00001120,3,,,2017-04-08 05:41:00,2017-04-28 05:41:00
REV00001120,ORD00001121,4,,Produto excelente!,2017-04-18 09:55:00,2017-04-12 09:55:00
REV00001121,ORD00001122,4,,"Muito bom, recomendo!",2017-04-01 10:28:00,2017-04-04 10:28:00
REV00001122,ORD00001123,3,,"Ok, dentro do esperado",2017-04-04 13:21:00,2017-04-11 13:21:00
REV00001123,ORD00001124,4,,Produto excelente!,2017-04-24 13:45:00,2017-04-27 13:45:00
REV00001124,ORD00001125,5,,Ótima qualidade,2017-04-05 13:56:00,2017-04-29 13:56:00
REV00001125,ORD00001126,4,,"Muito bom, recomendo!",2017-04-14 16:31:00,2017-04-13 16:31:00
REV00001126,ORD00001127,5,,Ótima qualidade,2017-04-04 17:01:00,2017-04-15 17:01:00
REV00001127,ORD00001128,5,,,2017-04-02 17:28:00,2017-04-07 17:28:00
REV00001128,ORD00001129,4,,"Muito bom, recomendo!",2017-04-07 18:15:00,2017-04-04 18:15:00
REV00001129,ORD00001130,5,,,2017-04-05 18:54:00,2017-04-08 18:54:00
REV00001130,ORD00001131,5,,"Perfeito, gostei muito",2017-04-03 03:05:00,2017-04-23 03:05:00
REV00001131,ORD00001132,5,,Produto excelente!,2017-04-10 04:04:00,2017-04-22 04:04:00
REV00001132,ORD00001133,5,,"Perfeito, gostei muito",2017-04-05 04:46:00,2017-04-24 04:46:00
REV00001133,ORD00001134,5,,Ótima qualidade,2017-04-18 07:46:00,2017-04-14 07:46:00
REV00001134,ORD00001135,5,,,2017-04-02 10:14:00,2017-04-27 10:14:00
REV00001135,ORD00001136,4,,Ótima qualidade,2017-04-21 11:35:00,2017-04-30 11:35:00
REV00001136,ORD00001137,5,,,2017-04-25 11:43:00,2017-04-05 11:43:00
REV00001137,ORD00001138,5,,"Muito bom, recomendo!",2017-04-09 13:15:00,2017-04-07 13:15:00
REV00001138,ORD00001139,5,,"Muito bom, recomendo!",2017-04-10 17:27:00,2017-04-20 17:27:00
REV00001139,ORD00001140,4,,,2017-04-02 21:08:00,2017-04-21 21:08:00
REV00001140,ORD00001141,5,,"Muito bom, recomendo!",2017-04-15 23:00:00,2017-04-27 23:00:00
REV00001141,ORD00001142,5,,,2017-04-11 23:06:00,2017-04-19 23:06:00
REV00001142,ORD00001143,3,,"Ok, dentro do esperado",2017-04-06 00:03:00,2017-04-21 00:03:00
REV00001143,ORD00001144,5,,Chegou antes do prazo,2017-04-16 03:25:00,2017-04-14 03:25:00
REV00001144,ORD00001145,4,,Chegou antes do prazo,2017-04-14 03:29:00,2017-04-10 03:29:00
REV00001145,ORD00001146,4,,"Muito bom, recomendo!",2017-04-16 03:35:00,2017-04-08 03:35:00
REV00001146,ORD00001147,5,,Ótima qualidade,2017-04-26 04:25:00,2017-04-26 04:25:00
REV00001147,ORD00001148,5,,,2017-04-09 04:51:00,2017-04-27 04:51:00
REV00001148,ORD00001149,4,,Ótima qualidade,2017-04-07 05:54:00,2017-04-24 05:54:00
REV00001149,ORD00001150,5,,"Muito bom, recomendo!",2017-04-11 06:47:00,2017-04-13 06:47:00
REV00001150,ORD00001151,5,,"Perfeito, gostei muito",2017-04-09 08:09:00,2017-04-06 08:09:00
REV00001151,ORD00001152,1,,Demorou muito,2017-04-23 09:54:00,2017-04-07 09:54:00
REV00001152,ORD00001153,5,,"Muito bom, recomendo!",2017-04-15 10:10:00,2017-04-22 10:10:00
REV00001153,ORD00001154,4,,Produto excelente!,2017-04-11 10:38:00,2017-04-25 10:38:00
REV00001154,ORD00001155,5,,,2017-04-18 11:38:00,2017-04-19 11:38:00
REV00001155,ORD00001156,4,,"Muito bom, recomendo!",2017-04-24 11:43:00,2017-04-13 11:43:00
REV00001156,ORD00001157,5,,Produto excelente!,2017-04-13 14:58:00,2017-05-01 14:58:00
REV00001157,ORD00001158,5,,"Muito bom, recomendo!",2017-04-12 16:21:00,2017-04-09 16:21:00
REV00001158,ORD00001159,5,,,2017-04-08 18:45:00,2017-04-26 18:45:00
REV00001159,ORD00001160,5,,"Perfeito, gostei muito",2017-04-17 23:03:00,2017-04-29 23:03:00
REV00001160,ORD00001161,5,,,2017-04-25 01:38:00,2017-04-19 01:38:00
REV00001161,ORD00001162,5,,Chegou antes do prazo,2017-04-17 01:43:00,2017-04-22 01:43:00
REV00001162,ORD00001163,1,,,2017-04-25 05:32:00,2017-04-15 05:32:00
REV00001163,ORD00001164,5,,Produto excelente!,2017-04-05 10:53:00,2017-04-05 10:53:00
REV00001164,ORD00001165,5,,,2017-04-23 14:04:00,2017-04-28 14:04:00
REV00001165,ORD00001166,4,,"Perfeito, gostei muito",2017-04-16 14:28:00,2017-04-05 14:28:00
REV00001166,ORD00001167,1,,Produto com defeito,2017-04-21 18:14:00,2017-04-07 18:14:00
REV00001167,ORD00001168,4,,,2017-04-20 20:41:00,2017-04-10 20:41:00
REV00001168,ORD00001169,4,,"Muito bom, recomendo!",2017-04-24 21:38:00,2017-04-13 21:38:00
REV00001169,ORD00001170,5,,,2017-04-08 21:58:00,2017-04-27 21:58:00
REV00001170,ORD00001171,5,,Chegou antes do prazo,2017-04-28 05:46:00,2017-04-11 05:46:00
REV00001171,ORD00001172,5,,,2017-04-23 09:13:00,2017-04-08 09:13:00
REV00001172,ORD00001173,5,,Chegou antes do prazo,2017-04-17 09:38:00,2017-04-13 09:38:00
REV00001173,ORD00001174,4,,Ótima qualidade,2017-04-12 10:05:00,2017-04-21 10:05:00
REV00001174,ORD00001175,4,,Ótima qualidade,2017-04-10 13:27:00,2017-05-02 13:27:00
REV00001175,ORD00001176,5,,Produto excelente!,2017-04-10 16:54:00,2017-04-09 16:54:00
REV00001176,ORD00001177,5,,"Muito bom, recomendo!",2017-04-18 17:38:00,2017-04-10 17:38:00
REV00001177,ORD00001178,5,,Produto excelente!,2017-04-20 18:32:00,2017-04-23 18:32:00
REV00001178,ORD00001179,5,,Ótima qualidade,2017-04-14 18:36:00,2017-05-03 18:36:00
REV00001179,ORD00001180,5,,Chegou antes do prazo,2017-04-13 18:36:00,2017-04-21 18:36:00
REV00001180,ORD00001181,5,,"Muito bom, recomendo!",2017-04-22 19:02:00,2017-04-26 19:02:00
REV00001181,ORD00001182,5,,"Perfeito, gostei muito",2017-04-27 22:13:00,2017-05-02 22:13:00
REV00001182,ORD00001183,5,,"Muito bom, recomendo!",2017-04-28 00:05:00,2017-04-11 00:05:00
REV00001183,ORD00001184,1,,Demorou muito,2017-04-18 02:10:00,2017-04-13 02:10:00
REV00001184,ORD00001185,5,,Ótima qualidade,2017-04-24 04:17:00,2017-04-11 04:17:00
REV00001185,ORD00001186,4,,"Muito bom, recomendo!",2017-04-06 05:20:00,2017-04-30 05:20:00
REV00001186,ORD00001187,5,,,2017-04-20 09:42:00,2017-04-20 09:42:00
REV00001187,ORD00001188,4,,Chegou antes do prazo,2017-04-23 11:05:00,2017-04-11 11:05:00
REV00001188,ORD00001189,5,,,2017-04-11 14:09:00,2017-04-18 14:09:00
REV00001189,ORD00001190,5,,,2017-04-10 15:07:00,2017-04-13 15:07:00
REV00001190,ORD00001191,2,,Não veio conforme descrito,2017-04-15 15:10:00,2017-04-20 15:10:00
REV00001191,ORD00001192,5,,Produto excelente!,2017-04-26 16:36:00,2017-04-28 16:36:00
REV00001192,ORD00001193,5,,Produto excelente!,2017-04-08 18:01:00,2017-04-14 18:01:00
REV00001193,ORD00001194,1,,Demorou muito,2017-04-16 18:14:00,2017-05-03 18:14:00
REV00001194,ORD00001195,5,,"Muito bom, recomendo!",2017-04-08 18:59:00,2017-04-13 18:59:00
REV00001195,ORD00001196,3,,,2017-04-10 19:16:00,2017-04-16 19:16:00
REV00001196,ORD00001197,5,,Chegou antes do prazo,2017-04-25 20:44:00,2017-05-01 20:44:00
REV00001197,ORD00001198,5,,Produto excelente!,2017-04-11 22:05:00,2017-04-21 22:05:00
REV00001198,ORD00001199,5,,"Muito bom, recomendo!",2017-04-28 01:10:00,2017-04-21 01:10:00
REV00001199,ORD00001200,5,,Ótima qualidade,2017-04-07 01:49:00,2017-04-25 01:49:00
REV00001200,ORD00001201,5,,"Perfeito, gostei muito",2017-04-27 04:27:00,2017-04-17 04:27:00
REV00001201,ORD00001202,5,,,2017-04-19 08:56:00,2017-04-25 08:56:00
REV00001202,ORD00001203,2,,Demorou muito,2017-04-27 13:29:00,2017-04-24 13:29:00
REV00001203,ORD00001204,5,,,2017-04-22 15:06:00,2017-04-10 15:06:00
REV00001204,ORD00001205,5,,,2017-04-14 20:40:00,2017-04-08 20:40:00
REV00001205,ORD00001206,4,,,2017-04-30 21:29:00,2017-04-10 21:29:00
REV00001206,ORD00001207,5,,"Muito bom, recomendo!",2017-04-26 23:30:00,2017-04-14 23:30:00
REV00001207,ORD00001208,5,,Produto excelente!,2017-04-13 02:26:00,2017-04-11 02:26:00
REV00001208,ORD00001209,5,,"Perfeito, gostei muito",2017-04-10 03:06:00,2017-04-15 03:06:00
REV00001209,ORD00001210,3,,Entrega ok,2017-04-29 06:46:00,2017-05-01 06:46:00
REV00001210,ORD00001211,2,,Demorou muito,2017-04-08 07:49:00,2017-04-25 07:49:00
REV00001211,ORD00001212,2,,Não veio conforme descrito,2017-04-19 08:17:00,2017-04-24 08:17:00
REV00001212,ORD00001213,4,,Chegou antes do prazo,2017-04-23 09:05:00,2017-04-10 09:05:00
REV00001213,ORD00001214,3,,,2017-04-08 10:15:00,2017-04-20 10:15:00
REV00001214,ORD00001215,5,,,2017-04-20 10:35:00,2017-04-26 10:35:00
REV00001215,ORD00001216,5,,"Muito bom, recomendo!",2017-04-22 10:37:00,2017-04-16 10:37:00
REV00001216,ORD00001217,5,,"Muito bom, recomendo!",2017-04-08 16:54:00,2017-05-02 16:54:00
REV00001217,ORD00001218,5,,"Perfeito, gostei muito",2017-04-09 17:16:00,2017-04-22 17:16:00
REV00001218,ORD00001219,4,,Produto excelente!,2017-04-15 18:04:00,2017-04-29 18:04:00
REV00001219,ORD00001220,1,,Péssima qualidade,2017-04-28 18:27:00,2017-04-27 18:27:00
REV00001220,ORD00001221,5,,Ótima qualidade,2017-04-18 18:53:00,2017-05-04 18:53:00
REV00001221,ORD00001222,5,,Produto excelente!,2017-04-19 19:23:00,2017-04-15 19:23:00
REV00001222,ORD00001223,5,,,2017-04-16 19:50:00,2017-04-10 19:50:00
REV00001223,ORD00001224,5,,Ótima qualidade,2017-04-27 03:07:00,2017-04-18 03:07:00
REV00001224,ORD00001225,4,,Chegou antes do prazo,2017-04-27 04:01:00,2017-04-17 04:01:00
REV00001225,ORD00001226,5,,"Muito bom, recomendo!",2017-04-17 04:19:00,2017-04-30 04:19:00
REV00001226,ORD00001227,5,,Chegou antes do prazo,2017-04-15 06:58:00,2017-04-13 06:58:00
REV00001227,ORD00001228,4,,"Muito bom, recomendo!",2017-04-11 13:03:00,2017-05-02 13:03:00
REV00001228,ORD00001229,5,,"Muito bom, recomendo!",2017-04-09 15:33:00,2017-05-01 15:33:00
REV00001229,ORD00001230,3,,Produto razoável,2017-04-22 16:09:00,2017-04-23 16:09:00
REV00001230,ORD00001231,5,,Ótima qualidade,2017-05-01 19:11:00,2017-04-17 19:11:00
REV00001231,ORD00001232,5,,,2017-04-30 20:42:00,2017-05-05 20:42:00
REV00001232,ORD00001233,5,,,2017-04-16 23:38:00,2017-04-27 23:38:00
REV00001233,ORD00001234,5,,Ótima qualidade,2017-04-11 03:35:00,2017-04-26 03:35:00
REV00001234,ORD00001235,5,,Produto excelente!,2017-04-16 05:16:00,2017-04-14 05:16:00
REV00001235,ORD00001236,5,,Ótima qualidade,2017-04-17 05:46:00,2017-04-29 05:46:00
REV00001236,ORD00001237,5,,"Perfeito, gostei muito",2017-04-13 05:50:00,2017-04-14 05:50:00
REV00001237,ORD00001238,5,,"Perfeito, gostei muito",2017-04-28 10:21:00,2017-04-23 10:21:00
REV00001238,ORD00001239,4,,,2017-04-19 10:59:00,2017-04-28 10:59:00
REV00001239,ORD00001240,5,,,2017-04-15 13:31:00,2017-04-26 13:31:00
REV00001240,ORD00001241,1,,Produto com defeito,2017-04-25 14:10:00,2017-04-28 14:10:00
REV00001241,ORD00001242,1,,,2017-04-11 16:23:00,2017-04-24 16:23:00
REV00001242,ORD00001243,4,,"Muito bom, recomendo!",2017-04-17 20:25:00,2017-04-22 20:25:00
REV00001243,ORD00001244,5,,Ótima qualidade,2017-04-14 21:18:00,2017-04-16 21:18:00
REV00001244,ORD00001245,5,,,2017-04-27 22:38:00,2017-05-08 22:38:00
REV00001245,ORD00001246,5,,,2017-04-27 00:27:00,2017-04-29 00:27:00
REV00001246,ORD00001247,5,,Chegou antes do prazo,2017-04-12 03:42:00,2017-04-30 03:42:00
REV00001247,ORD00001248,4,,,2017-04-14 05:51:00,2017-05-05 05:51:00
REV00001248,ORD00001249,5,,Produto excelente!,2017-04-30 08:24:00,2017-04-15 08:24:00
REV00001249,ORD00001250,5,,Chegou antes do prazo,2017-04-17 18:07:00,2017-04-12 18:07:00
REV00001250,ORD00001251,5,,"Perfeito, gostei muito",2017-04-23 18:46:00,2017-04-23 18:46:00
REV00001251,ORD00001252,5,,,2017-04-14 19:09:00,2017-05-05 19:09:00
REV00001252,ORD00001253,2,,Demorou muito,2017-05-03 20:43:00,2017-04-13 20:43:00
REV00001253,ORD00001254,5,,Ótima qualidade,2017-04-26 20:49:00,2017-04-24 20:49:00
REV00001254,ORD00001255,5,,Chegou antes do prazo,2017-04-12 23:12:00,2017-05-09 23:12:00
REV00001255,ORD00001256,5,,Produto excelente!,2017-05-04 01:46:00,2017-04-13 01:46:00
REV00001256,ORD00001257,3,,Produto razoável,2017-05-05 02:00:00,2017-05-07 02:00:00
REV00001257,ORD00001258,5,,Produto excelente!,2017-04-27 02:16:00,2017-04-22 02:16:00
REV00001258,ORD00001259,5,,,2017-04-15 06:43:00,2017-05-03 06:43:00
REV00001259,ORD00001260,4,,,2017-04-25 08:28:00,2017-04-25 08:28:00
REV00001260,ORD00001261,5,,Chegou antes do prazo,2017-04-30 09:12:00,2017-04-17 09:12:00
REV00001261,ORD00001262,5,,"Perfeito, gostei muito",2017-04-17 09:38:00,2017-04-14 09:38:00
REV00001262,ORD00001263,5,,Ótima qualidade,2017-04-19 11:11:00,2017-04-25 11:11:00
REV00001263,ORD00001264,2,,Péssima qualidade,2017-04-14 11:58:00,2017-04-29 11:58:00
REV00001264,ORD00001265,4,,"Perfeito, gostei muito",2017-04-30 12:36:00,2017-04-21 12:36:00
REV00001265,ORD00001266,1,,Demorou muito,2017-04-30 15:57:00,2017-05-01 15:57:00
REV00001266,ORD00001267,4,,,2017-04-18 16:24:00,2017-04-26 16:24:00
REV00001267,ORD00001268,5,,Ótima qualidade,2017-04-29 17:53:00,2017-05-06 17:53:00
REV00001268,ORD00001269,5,,,2017-04-24 18:00:00,2017-04-15 18:00:00
REV00001269,ORD00001270,5,,Chegou antes do prazo,2017-04-24 19:03:00,2017-05-03 19:03:00
REV00001270,ORD00001271,5,,Ótima qualidade,2017-04-28 19:45:00,2017-04-26 19:45:00
REV00001271,ORD00001272,5,,"Muito bom, recomendo!",2017-04-24 20:48:00,2017-04-27 20:48:00
REV00001272,ORD00001273,5,,Ótima qualidade,2017-04-17 00:27:00,2017-04-23 00:27:00
REV00001273,ORD00001274,4,,,2017-05-03 03:16:00,2017-05-10 03:16:00
REV00001274,ORD00001275,5,,,2017-05-04 05:53:00,2017-04-22 05:53:00
REV00001275,ORD00001276,3,,Normal,2017-04-28 08:16:00,2017-04-27 08:16:00
REV00001276,ORD00001277,5,,,2017-04-28 08:50:00,2017-04-24 08:50:00
REV00001277,ORD00001278,5,,Ótima qualidade,2017-04-17 10:00:00,2017-04-19 10:00:00
REV00001278,ORD00001279,5,,"Muito bom, recomendo!",2017-04-19 13:19:00,2017-04-29 13:19:00
REV00001279,ORD00001280,5,,"Muito bom, recomendo!",2017-04-27 13:25:00,2017-04-29 13:25:00
REV00001280,ORD00001281,5,,Chegou antes do prazo,2017-04-29 16:30:00,2017-04-30 16:30:00
REV00001281,ORD00001282,5,,Ótima qualidade,2017-04-22 16:34:00,2017-05-08 16:34:00
REV00001282,ORD00001283,4,,Produto excelente!,2017-05-06 17:34:00,2017-05-06 17:34:00
REV00001283,ORD00001284,5,,,2017-04-15 01:39:00,2017-05-10 01:39:00
REV00001284,ORD00001285,5,,"Muito bom, recomendo!",2017-05-07 03:49:00,2017-04-22 03:49:00
REV00001285,ORD00001286,3,,Produto razoável,2017-05-04 04:20:00,2017-04-26 04:20:00
REV00001286,ORD00001287,5,,Ótima qualidade,2017-04-26 05:32:00,2017-05-09 05:32:00
REV00001287,ORD00001288,5,,Ótima qualidade,2017-04-14 07:29:00,2017-04-18 07:29:00
REV00001288,ORD00001289,5,,"Muito bom, recomendo!",2017-05-04 07:41:00,2017-05-07 07:41:00
REV00001289,ORD00001290,5,,"Perfeito, gostei muito",2017-05-01 10:27:00,2017-04-19 10:27:00
REV00001290,ORD00001291,5,,,2017-04-30 11:58:00,2017-04-21 11:58:00
REV00001291,ORD00001292,5,,Ótima qualidade,2017-04-18 12:35:00,2017-05-12 12:35:00
REV00001292,ORD00001293,5,,Ótima qualidade,2017-04-24 12:36:00,2017-05-07 12:36:00
